AGNO,RBD,DGV_RBD,NOM_RBD,COD_COM_RBD,NOM_COM_RBD,RURAL_RBD,ESTADO_ESTAB,DC_A,HH_A,DC_UTP,HH_UTP,DC_PDIR,HH_PDIR,DC_DIR,HH_DIR,DC_OES,HH_OES,DC_OF,HH_OF,DC_JUTP,HH_JUTP,DC_IG,HH_IG,DC_OR,HH_OR,DC_DIR_SOST,HH_DIR_SOST,DC_TP_SOST,HH_TP_SOST,DC_SUP_SOST,HH_SUP_SOST,DC_SUBDIR,HH_SUBDIR,DC_PROF_ENC,HH_PROF_ENC,DC_EDUC_TRAD,HH_EDUC_TRAD,DC_TOT,HH_TOT
2021,6348,7,COMPLEJO EDUCACIONAL MARTIN KLEINKNECHT,9118,TOLTÉN,0,1,27,999,1,38,0,0,1,44,1,44,0,0,1,44,1,44,1,44,0,0,0,0,0,0,0,0,0,0,0,0,33,1257
2021,6349,5,ESCUELA AGUAS Y GAVIOTAS,9118,TOLTÉN,0,1,23,937,1,44,1,44,1,44,1,44,0,0,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1157
2021,6350,9,ESCUELA RAYEN LAFQUEN QUEULE,9118,TOLTÉN,0,1,19,758,0,0,0,0,1,44,0,0,0,0,1,44,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,890
2021,6351,7,ESCUELA EL SEMBRADOR,9118,TOLTÉN,1,1,19,702,0,0,0,0,1,44,0,0,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,790
2021,6352,5,ESCUELA AMANECER DE VILLA LOS BOLDOS,9118,TOLTÉN,0,1,15,604,1,44,0,0,1,44,0,0,0,0,0,0,0,0,1,42,0,0,0,0,0,0,0,0,0,0,0,0,18,734
2021,6353,3,ESCUELA SAN PEDRO,9118,TOLTÉN,1,1,2,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,0,0,3,68
2021,6354,1,ESCUELA LA CASCADA,9118,TOLTÉN,1,1,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,0,0,2,66
2021,6356,8,ESCUELA FILULAFQUEN,9117,TEODORO SCHMIDT,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,6358,4,ESCUELA BASICA ESTACION TOLTEN,9117,TEODORO SCHMIDT,1,1,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,0,0,3,51
2021,6361,4,ESCUELA DE CAYCHAYEN,9117,TEODORO SCHMIDT,1,1,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,0,0,3,52
2021,6363,0,ESCUELA PUCHILCO,9118,TOLTÉN,1,1,2,24,0,0,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,68
2021,6370,3,ESCUELA LA CONCEPCION,9118,TOLTÉN,1,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,41,0,0,2,49
2021,6371,1,ESCUELA ANTU-LAFQUEN,9118,TOLTÉN,1,1,2,17,0,0,0,0,0,0,2,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,0,0,5,87
2021,6373,8,ESCUELA PORMA,9117,TEODORO SCHMIDT,1,1,4,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,43,0,0,5,133
2021,6374,6,ESCUELA BASICA RURAL FLOR DEL VALLE,9118,TOLTÉN,1,1,2,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,0,0,3,74
2021,6377,0,ESCUELA DE CAMAGUEY,9118,TOLTÉN,1,1,2,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,0,0,3,76
2021,6378,9,ESCUELA BOROA NORTE,9118,TOLTÉN,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,6397,5,LICEO MUNICIPAL BARROS ARANA,9117,TEODORO SCHMIDT,0,1,27,1000,0,0,0,0,1,44,0,0,0,0,1,44,2,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,1172
2021,6398,3,COMPLEJO EDUCACIONAL NUEVA ALBORADA,9117,TEODORO SCHMIDT,0,1,24,931,0,0,0,0,1,44,2,76,0,0,2,88,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1183
2021,6399,1,ESCUELA HORIZONTES,9117,TEODORO SCHMIDT,0,1,21,771,0,0,0,0,1,44,0,0,0,0,1,44,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,903
2021,6400,9,ESCUELA ISLA LLICAN,9117,TEODORO SCHMIDT,1,1,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,43,0,0,3,52
2021,6403,3,ESCUELA DE NEICUF,9117,TEODORO SCHMIDT,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,6404,1,ESCUELA MOLONHUE,9117,TEODORO SCHMIDT,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,6407,6,ESCUELA NOHUALHUE,9117,TEODORO SCHMIDT,1,1,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,0,0,3,52
2021,6410,6,ESCUELA MALALHUE,9117,TEODORO SCHMIDT,1,1,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,0,0,3,52
2021,6411,4,ESCUELA PUYEHUE,9117,TEODORO SCHMIDT,1,1,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,0,0,3,52
2021,6413,0,ESCUELA DE RUCA-CURA,9117,TEODORO SCHMIDT,1,1,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,0,0,3,52
2021,6415,7,ESCUELA LOS TRONCOS,9117,TEODORO SCHMIDT,1,1,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,0,0,3,52
2021,6452,1,LICEO REINO DE SUECIA,9116,SAAVEDRA,0,1,29,1122,0,0,0,0,1,44,7,284,0,0,1,44,2,88,1,44,0,0,0,0,0,0,0,0,0,0,0,0,41,1626
2021,6454,8,ESCUELA BASICA COLLICO RANCO,9116,SAAVEDRA,1,1,11,434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,0,0,12,478
2021,6455,6,ESCUELA BASICA BARTOLO LLANCALEO,9116,SAAVEDRA,1,1,7,254,0,0,0,0,0,0,3,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,1,25,12,419
2021,6456,4,ESCCUELA BASICA INALAFQUEN,9116,SAAVEDRA,1,1,9,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,0,0,10,360
2021,6457,2,ESC. BASICA AUGUSTO WINTER TAPIA,9116,SAAVEDRA,0,1,17,715,0,0,0,0,1,44,2,88,0,0,1,40,1,44,1,42,0,0,0,0,0,0,0,0,0,0,0,0,23,973
2021,6458,0,ESCUELA BASICA CALOF,9116,SAAVEDRA,1,1,9,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,0,0,10,368
2021,6459,9,ESC. BASICA ANTONIO LADINO,9116,SAAVEDRA,1,1,9,331,0,0,0,0,0,0,1,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,0,0,11,413
2021,6495,5,ESCUELA RUCA RAQUI,9116,SAAVEDRA,1,1,10,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,0,0,11,414
2021,6497,1,LICEO PUBLICO BICENTENARIO DE EXCELENCIA CLAUDIO ARRAU LEON,9102,CARAHUE,0,1,53,2173,1,44,0,0,1,44,1,44,0,0,1,44,1,44,1,44,1,44,0,0,0,0,0,0,0,0,0,0,60,2481
2021,6499,8,ROMILIO ADRIAZOLA,9102,CARAHUE,0,1,22,855,0,0,0,0,1,44,2,82,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,1025
2021,6500,5,COMPLEJO EDUCACIONAL DARÍO SALAS,9102,CARAHUE,0,1,79,3190,2,88,1,44,1,44,2,77,0,0,0,0,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,86,3487
2021,6501,3,ESCUELA BASICA KIM RUKA,9102,CARAHUE,0,1,52,2078,0,0,0,0,1,44,5,206,0,0,1,44,2,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,2460
2021,6502,1,ESCUELA BASICA NEHUENTUE,9102,CARAHUE,0,1,16,603,0,0,0,0,1,44,0,0,0,0,1,44,0,0,0,0,0,0,0,0,0,0,1,44,0,0,0,0,19,735
2021,6504,8,ESCUELA TRANAPUENTE,9102,CARAHUE,1,1,17,653,0,0,0,0,0,0,4,159,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,1,44,0,0,23,900
2021,6505,6,ESCUELA BASICA EL CIRCO,9102,CARAHUE,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,6506,4,ESCUELA MUNICIPAL DINAMARCA,9102,CARAHUE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,0,0,1,44
2021,6509,9,ESCUELA BASICA SANTA CELIA,9102,CARAHUE,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,6510,2,ESCUELA BASICA PAILACOYAN,9102,CARAHUE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,43,0,0,1,43
2021,6512,9,ESCUELA VILLA LAS ARAUCARIAS,9102,CARAHUE,1,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,0,0,2,52
2021,6514,5,ESCUELA QUIRIPIO,9102,CARAHUE,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,6515,3,ESCUELA CATRIPULLI,9102,CARAHUE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,43,0,0,1,43
2021,6518,8,ESCUELA BASICA EL MANZANO,9102,CARAHUE,1,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,43,0,0,2,51
2021,6519,6,ESCUELA BASICA QUILLEN,9102,CARAHUE,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,6521,8,ESCUELA BASICA CAMARONES,9102,CARAHUE,1,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,0,0,2,53
2021,6522,6,ESCUELA BASICA PUYANGUE,9102,CARAHUE,1,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,43,0,0,2,52
2021,6523,4,ESCUELA BASICA CHOMIO,9102,CARAHUE,1,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,43,0,0,2,52
2021,6524,2,ESCUELA CULLINCO,9102,CARAHUE,1,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,43,0,0,2,51
2021,6525,0,ESC. BASICA CARLOS PALMA LAFUENTE,9102,CARAHUE,1,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,43,0,0,2,52
2021,6526,9,ESCUELA BASICA EL PERAL,9102,CARAHUE,1,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,43,0,0,2,51
2021,6527,7,ESCUELA BASICA ALTO YUPEHUE,9102,CARAHUE,1,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,43,0,0,2,51
2021,6528,5,ESCUELA BASICA BAJO YUPEHUE,9102,CARAHUE,1,1,7,250,0,0,0,0,0,0,2,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,0,0,10,346
2021,6529,3,ESCUELA BASICA MATTE Y SANCHEZ,9102,CARAHUE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,43,0,0,1,43
2021,6530,7,ESC. BASICA PROF.GUILLERMO SALGADO CARRILLO,9102,CARAHUE,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,6535,8,ESCUELA BASICA LOS LAURELES,9102,CARAHUE,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,6536,6,ESCUELA AMULEY,9102,CARAHUE,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,6539,0,ESCUELA BASICA COI COI,9102,CARAHUE,1,1,2,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,0,0,3,95
2021,6540,4,ESCUELA BASICA COLICO,9102,CARAHUE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,6585,4,LICEO BICENTENARIO LUIS GONZALEZ VASQUEZ 6585-4,9111,NUEVA IMPERIAL,0,1,56,2219,0,0,2,88,1,44,1,44,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,2439
2021,6587,0,ESCUELA ALEJANDRO GOROSTIAGA,9111,NUEVA IMPERIAL,0,1,39,1534,0,0,0,0,1,44,0,0,0,0,1,44,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,1666
2021,6588,9,ESCUELA REPUBLICA,9111,NUEVA IMPERIAL,0,1,21,758,0,0,0,0,1,44,0,0,0,0,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,846
2021,6589,7,ESCUELA JUAN XXIII,9111,NUEVA IMPERIAL,0,1,20,721,0,0,0,0,1,44,3,85,0,0,1,44,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,938
2021,6590,0,ESC. ESP.RET.MENTAL AVANCEMOS JUNTOS,9111,NUEVA IMPERIAL,0,1,10,405,0,0,0,0,1,44,0,0,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,493
2021,6591,9,FEDERICO GARC-A LORCA,9111,NUEVA IMPERIAL,0,1,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,0,0,2,84
2021,6593,5,ESCUELA BASICA EL CRUCERO,9111,NUEVA IMPERIAL,1,1,11,430,0,0,0,0,0,0,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,0,0,13,492
2021,6597,8,ESCUELA BASIC RAYEN MAPU,9111,NUEVA IMPERIAL,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,6600,1,ESCUELA EL COPIHUAL,9111,NUEVA IMPERIAL,1,1,1,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,43,0,0,2,86
2021,6602,8,ESCUELA BASICA CATRIANCHE,9111,NUEVA IMPERIAL,1,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,43,0,0,2,51
2021,6605,2,ESC.BASICA RAYEN MAHUIDA,9111,NUEVA IMPERIAL,1,1,2,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,0,0,3,70
2021,6608,7,ESC. BASICA LA ARAUCARIA,9111,NUEVA IMPERIAL,1,1,3,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,0,0,4,152
2021,6610,9,ESC. BASICA SANTOS COLLIPAL,9111,NUEVA IMPERIAL,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,6611,7,ESC. BASICA CHIVILCOYAN,9111,NUEVA IMPERIAL,1,1,1,43,0,0,0,0,1,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,86
2021,6614,1,ESC. BASICA CINCO MANZANOS,9111,NUEVA IMPERIAL,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,6618,4,ESC. BASICA SAN MANUEL,9111,NUEVA IMPERIAL,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,6623,0,ESCUELA ARENAS BLANCAS,9111,NUEVA IMPERIAL,1,1,3,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,0,0,4,114
2021,6625,7,ESC. BASICA LOS CANELOS,9111,NUEVA IMPERIAL,1,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,0,0,2,52
2021,6628,1,ESC. BASICA LIFKO,9111,NUEVA IMPERIAL,1,1,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,0,0,2,60
2021,6633,8,ESC. BASICA SANTA MARIA DE BOROA,9111,NUEVA IMPERIAL,1,1,4,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,1,5,6,169
2021,6635,4,ESC. BASICA LOS ROBLES,9111,NUEVA IMPERIAL,1,1,1,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,43,0,0,2,75
2021,6639,7,ESCUELA BASICA MANIO DUCANAN,9111,NUEVA IMPERIAL,1,1,4,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,0,0,5,130
2021,12366,8,ESCUELA ESPECIAL ARCO IRIS,9102,CARAHUE,0,1,12,486,0,0,0,0,0,0,0,0,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,1,44,0,0,14,574
2021,19986,9,ESCUELA BASICA MUNICIPAL EL MAITEN,9111,NUEVA IMPERIAL,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
