AGNO,RBD,NOM_RBD,COD_COM_RBD,NOM_COM_RBD,RURAL_RBD,ESTADO_ESTAB,COD_ENSE,MAT_HOM_TOT,MAT_MUJ_TOT,MAT_SI_TOT,MAT_TOTAL,CUR_SIM_TOT,CUR_COMB
2017,6495,ESCUELA RUCA RAQUI,9116,SAAVEDRA,1,1,10,5,7,0,12,2,0
2017,6495,ESCUELA RUCA RAQUI,9116,SAAVEDRA,1,1,110,10,24,0,34,,3
2018,6495,ESCUELA RUCA RAQUI,9116,SAAVEDRA,1,1,10,5,6,0,11,2,0
2018,6495,ESCUELA RUCA RAQUI,9116,SAAVEDRA,1,1,110,14,33,0,47,,2
2019,6495,ESCUELA RUCA RAQUI,9116,SAAVEDRA,1,1,10,4,3,0,7,2,0
2019,6495,ESCUELA RUCA RAQUI,9116,SAAVEDRA,1,1,110,13,27,0,40,2,3
2020,6495,ESCUELA RUCA RAQUI,9116,SAAVEDRA,1,1,10,6,6,0,12,2,0
2020,6495,ESCUELA RUCA RAQUI,9116,SAAVEDRA,1,1,110,24,23,0,47,2,3
2021,6495,ESCUELA RUCA RAQUI,9116,SAAVEDRA,1,1,10,8,4,0,12,,
2021,6495,ESCUELA RUCA RAQUI,9116,SAAVEDRA,1,1,110,23,27,0,50,,
2022,6495,ESCUELA RUCA RAQUI,9116,SAAVEDRA,1,1,10,,,,11,,
2022,6495,ESCUELA RUCA RAQUI,9116,SAAVEDRA,1,1,110,,,,43,,
2016,6497,COMPLEJO EDUCACIONAL CLAUDIO ARRAU LEON,9102,CARAHUE,1,1,110,30,18,0,48,2,0
2016,6497,COMPLEJO EDUCACIONAL CLAUDIO ARRAU LEON,9102,CARAHUE,1,1,165,3,0,0,3,1,0
2016,6497,COMPLEJO EDUCACIONAL CLAUDIO ARRAU LEON,9102,CARAHUE,1,1,310,288,311,0,599,18,0
2016,6497,COMPLEJO EDUCACIONAL CLAUDIO ARRAU LEON,9102,CARAHUE,1,1,363,43,35,0,78,2,0
2016,6497,COMPLEJO EDUCACIONAL CLAUDIO ARRAU LEON,9102,CARAHUE,1,1,510,110,31,0,141,4,0
2016,6497,COMPLEJO EDUCACIONAL CLAUDIO ARRAU LEON,9102,CARAHUE,1,1,610,0,51,0,51,2,0
2016,6497,COMPLEJO EDUCACIONAL CLAUDIO ARRAU LEON,9102,CARAHUE,1,1,710,12,3,0,15,2,0
2017,6497,COMPLEJO EDUCACIONAL CLAUDIO ARRAU LEON,9102,CARAHUE,0,1,110,24,24,0,48,2,0
2017,6497,COMPLEJO EDUCACIONAL CLAUDIO ARRAU LEON,9102,CARAHUE,0,1,165,2,1,0,3,1,
2017,6497,COMPLEJO EDUCACIONAL CLAUDIO ARRAU LEON,9102,CARAHUE,0,1,310,336,338,0,674,19,
2017,6497,COMPLEJO EDUCACIONAL CLAUDIO ARRAU LEON,9102,CARAHUE,0,1,363,36,41,0,77,2,
2017,6497,COMPLEJO EDUCACIONAL CLAUDIO ARRAU LEON,9102,CARAHUE,0,1,510,102,31,0,133,4,
2017,6497,COMPLEJO EDUCACIONAL CLAUDIO ARRAU LEON,9102,CARAHUE,0,1,610,0,58,0,58,2,
2017,6497,COMPLEJO EDUCACIONAL CLAUDIO ARRAU LEON,9102,CARAHUE,0,1,710,14,2,0,16,2,
2018,6497,COMPLEJO EDUCACIONAL CLAUDIO ARRAU LEON,9102,CARAHUE,0,1,110,11,14,0,25,2,0
2018,6497,COMPLEJO EDUCACIONAL CLAUDIO ARRAU LEON,9102,CARAHUE,0,1,165,4,1,0,5,1,
2018,6497,COMPLEJO EDUCACIONAL CLAUDIO ARRAU LEON,9102,CARAHUE,0,1,310,282,276,0,558,17,
2018,6497,COMPLEJO EDUCACIONAL CLAUDIO ARRAU LEON,9102,CARAHUE,0,1,363,33,20,0,53,2,
2018,6497,COMPLEJO EDUCACIONAL CLAUDIO ARRAU LEON,9102,CARAHUE,0,1,510,89,18,0,107,4,
2018,6497,COMPLEJO EDUCACIONAL CLAUDIO ARRAU LEON,9102,CARAHUE,0,1,610,0,64,0,64,2,
2018,6497,COMPLEJO EDUCACIONAL CLAUDIO ARRAU LEON,9102,CARAHUE,0,1,710,15,2,0,17,2,
2019,6497,COMPLEJO EDUCACIONAL CLAUDIO ARRAU LEON,9102,CARAHUE,0,1,110,13,12,0,25,2,0
2019,6497,COMPLEJO EDUCACIONAL CLAUDIO ARRAU LEON,9102,CARAHUE,0,1,165,3,1,0,4,1,
2019,6497,COMPLEJO EDUCACIONAL CLAUDIO ARRAU LEON,9102,CARAHUE,0,1,310,240,278,0,518,16,
2019,6497,COMPLEJO EDUCACIONAL CLAUDIO ARRAU LEON,9102,CARAHUE,0,1,363,27,25,0,52,2,
2019,6497,COMPLEJO EDUCACIONAL CLAUDIO ARRAU LEON,9102,CARAHUE,0,1,510,87,18,0,105,3,
2019,6497,COMPLEJO EDUCACIONAL CLAUDIO ARRAU LEON,9102,CARAHUE,0,1,610,0,57,0,57,2,
2019,6497,COMPLEJO EDUCACIONAL CLAUDIO ARRAU LEON,9102,CARAHUE,0,1,710,26,3,0,29,2,
2020,6497,COMPLEJO EDUCACIONAL CLAUDIO ARRAU LEON,9102,CARAHUE,0,1,110,10,16,0,26,2,0
2020,6497,COMPLEJO EDUCACIONAL CLAUDIO ARRAU LEON,9102,CARAHUE,0,1,165,1,0,0,1,1,
2020,6497,COMPLEJO EDUCACIONAL CLAUDIO ARRAU LEON,9102,CARAHUE,0,1,310,217,244,0,461,15,
2020,6497,COMPLEJO EDUCACIONAL CLAUDIO ARRAU LEON,9102,CARAHUE,0,1,363,21,27,0,48,2,
2020,6497,COMPLEJO EDUCACIONAL CLAUDIO ARRAU LEON,9102,CARAHUE,0,1,510,106,31,0,137,4,
2020,6497,COMPLEJO EDUCACIONAL CLAUDIO ARRAU LEON,9102,CARAHUE,0,1,610,0,49,0,49,2,
2020,6497,COMPLEJO EDUCACIONAL CLAUDIO ARRAU LEON,9102,CARAHUE,0,1,710,38,4,0,42,2,
2021,6497,COMPLEJO EDUCACIONAL CLAUDIO ARRAU LEON,9102,CARAHUE,0,1,110,7,12,0,19,,
2021,6497,COMPLEJO EDUCACIONAL CLAUDIO ARRAU LEON,9102,CARAHUE,0,1,165,1,3,0,4,,
2021,6497,COMPLEJO EDUCACIONAL CLAUDIO ARRAU LEON,9102,CARAHUE,0,1,310,237,223,0,460,,
2021,6497,COMPLEJO EDUCACIONAL CLAUDIO ARRAU LEON,9102,CARAHUE,0,1,363,34,47,0,81,,
2021,6497,COMPLEJO EDUCACIONAL CLAUDIO ARRAU LEON,9102,CARAHUE,0,1,510,103,34,0,137,,
2021,6497,COMPLEJO EDUCACIONAL CLAUDIO ARRAU LEON,9102,CARAHUE,0,1,610,0,59,0,59,,
2021,6497,COMPLEJO EDUCACIONAL CLAUDIO ARRAU LEON,9102,CARAHUE,0,1,710,39,4,0,43,,
2022,6497,COMPLEJO EDUCACIONAL CLAUDIO ARRAU LEON,9102,CARAHUE,0,1,110,,,,28,,
2022,6497,COMPLEJO EDUCACIONAL CLAUDIO ARRAU LEON,9102,CARAHUE,0,1,165,,,,4,,
2022,6497,COMPLEJO EDUCACIONAL CLAUDIO ARRAU LEON,9102,CARAHUE,0,1,310,,,,500,,
2022,6497,COMPLEJO EDUCACIONAL CLAUDIO ARRAU LEON,9102,CARAHUE,0,1,363,,,,58,,
2022,6497,COMPLEJO EDUCACIONAL CLAUDIO ARRAU LEON,9102,CARAHUE,0,1,510,,,,153,,
2022,6497,COMPLEJO EDUCACIONAL CLAUDIO ARRAU LEON,9102,CARAHUE,0,1,610,,,,67,,
2022,6497,COMPLEJO EDUCACIONAL CLAUDIO ARRAU LEON,9102,CARAHUE,0,1,710,,,,50,,
2016,6499,ROMILIO ADRIAZOLA,9102,CARAHUE,0,1,10,22,16,0,38,2,0
2016,6499,ROMILIO ADRIAZOLA,9102,CARAHUE,0,1,110,71,79,0,150,8,0
2017,6499,ROMILIO ADRIAZOLA,9102,CARAHUE,0,1,10,21,25,0,46,2,0
2017,6499,ROMILIO ADRIAZOLA,9102,CARAHUE,0,1,110,84,79,0,163,8,0
2018,6499,ROMILIO ADRIAZOLA,9102,CARAHUE,0,1,10,20,22,0,42,2,0
2018,6499,ROMILIO ADRIAZOLA,9102,CARAHUE,0,1,110,100,100,0,200,8,0
2019,6499,ROMILIO ADRIAZOLA,9102,CARAHUE,0,1,10,26,21,0,47,2,0
2019,6499,ROMILIO ADRIAZOLA,9102,CARAHUE,0,1,110,108,108,0,216,8,0
2020,6499,ROMILIO ADRIAZOLA,9102,CARAHUE,0,1,10,29,26,0,55,2,0
2020,6499,ROMILIO ADRIAZOLA,9102,CARAHUE,0,1,110,102,118,0,220,8,0
2021,6499,ROMILIO ADRIAZOLA,9102,CARAHUE,0,1,10,31,21,0,52,,
2021,6499,ROMILIO ADRIAZOLA,9102,CARAHUE,0,1,110,101,111,0,212,,
2022,6499,ROMILIO ADRIAZOLA,9102,CARAHUE,0,1,10,,,,46,,
2022,6499,ROMILIO ADRIAZOLA,9102,CARAHUE,0,1,110,,,,235,,
2016,6500,ESCUELA DARIO SALAS DIAZ,9102,CARAHUE,0,1,10,49,44,0,93,4,0
2016,6500,ESCUELA DARIO SALAS DIAZ,9102,CARAHUE,0,1,110,248,261,0,509,16,0
2017,6500,ESCUELA DARIO SALAS DIAZ,9102,CARAHUE,0,1,10,46,48,0,94,4,0
2017,6500,ESCUELA DARIO SALAS DIAZ,9102,CARAHUE,0,1,110,260,269,0,529,16,0
2018,6500,COMPLEJO EDUCACIONAL DARIO SALAS,9102,CARAHUE,0,1,10,64,50,0,114,4,0
2018,6500,COMPLEJO EDUCACIONAL DARIO SALAS,9102,CARAHUE,0,1,110,288,308,0,596,18,0
2018,6500,COMPLEJO EDUCACIONAL DARIO SALAS,9102,CARAHUE,0,1,310,95,104,0,199,6,
2019,6500,COMPLEJO EDUCACIONAL DAR̍O SALAS,9102,CARAHUE,0,1,10,59,61,0,120,4,0
2019,6500,COMPLEJO EDUCACIONAL DAR̍O SALAS,9102,CARAHUE,0,1,110,315,302,0,617,18,0
2019,6500,COMPLEJO EDUCACIONAL DAR̍O SALAS,9102,CARAHUE,0,1,310,172,156,0,328,9,
2020,6500,COMPLEJO EDUCACIONAL DARIO SALAS,9102,CARAHUE,0,1,10,65,55,0,120,4,0
2020,6500,COMPLEJO EDUCACIONAL DARIO SALAS,9102,CARAHUE,0,1,110,313,312,0,625,18,0
2020,6500,COMPLEJO EDUCACIONAL DARIO SALAS,9102,CARAHUE,0,1,310,220,191,0,411,11,
2021,6500,COMPLEJO EDUCACIONAL DARIO SALAS,9102,CARAHUE,0,1,10,63,57,0,120,,
2021,6500,COMPLEJO EDUCACIONAL DARIO SALAS,9102,CARAHUE,0,1,110,303,302,0,605,,
2021,6500,COMPLEJO EDUCACIONAL DARIO SALAS,9102,CARAHUE,0,1,310,240,221,0,461,,
2022,6500,COMPLEJO EDUCACIONAL DARIO SALAS,9102,CARAHUE,0,1,10,,,,119,,
2022,6500,COMPLEJO EDUCACIONAL DARIO SALAS,9102,CARAHUE,0,1,110,,,,620,,
2022,6500,COMPLEJO EDUCACIONAL DARIO SALAS,9102,CARAHUE,0,1,310,,,,477,,
2016,6501,ESCUELA BASICA KIM RUKA,9102,CARAHUE,0,1,10,38,49,0,87,4,0
2016,6501,ESCUELA BASICA KIM RUKA,9102,CARAHUE,0,1,110,257,224,0,481,16,0
2017,6501,ESCUELA BASICA KIM RUKA,9102,CARAHUE,0,1,10,35,42,0,77,4,0
2017,6501,ESCUELA BASICA KIM RUKA,9102,CARAHUE,0,1,110,277,232,0,509,16,0
2018,6501,ESCUELA BASICA KIM RUKA,9102,CARAHUE,0,1,10,40,48,0,88,5,0
2018,6501,ESCUELA BASICA KIM RUKA,9102,CARAHUE,0,1,110,268,252,0,520,17,0
2019,6501,ESCUELA BASICA KIM RUKA,9102,CARAHUE,0,1,10,53,56,0,109,5,0
2019,6501,ESCUELA BASICA KIM RUKA,9102,CARAHUE,0,1,110,252,240,0,492,17,0
2020,6501,ESCUELA BASICA KIM RUKA,9102,CARAHUE,0,1,10,60,58,0,118,5,0
2020,6501,ESCUELA BASICA KIM RUKA,9102,CARAHUE,0,1,110,238,236,0,474,17,0
2021,6501,ESCUELA BASICA KIM RUKA,9102,CARAHUE,0,1,10,48,60,0,108,,
2021,6501,ESCUELA BASICA KIM RUKA,9102,CARAHUE,0,1,110,244,256,0,500,,
2022,6501,ESCUELA BASICA KIM RUKA,9102,CARAHUE,0,1,10,,,,119,,
2022,6501,ESCUELA BASICA KIM RUKA,9102,CARAHUE,0,1,110,,,,520,,
2016,6502,ESCUELA BASICA NEHUENTUE,9102,CARAHUE,0,1,10,21,9,0,30,2,0
2016,6502,ESCUELA BASICA NEHUENTUE,9102,CARAHUE,0,1,110,54,61,0,115,8,0
2017,6502,ESCUELA BASICA NEHUENTUE,9102,CARAHUE,0,1,10,14,12,0,26,2,0
2017,6502,ESCUELA BASICA NEHUENTUE,9102,CARAHUE,0,1,110,65,57,0,122,8,0
2018,6502,ESCUELA BASICA NEHUENTUE,9102,CARAHUE,0,1,10,9,10,0,19,2,0
2018,6502,ESCUELA BASICA NEHUENTUE,9102,CARAHUE,0,1,110,69,59,0,128,8,0
2019,6502,ESCUELA BASICA NEHUENTUE,9102,CARAHUE,0,1,10,16,9,0,25,2,0
2019,6502,ESCUELA BASICA NEHUENTUE,9102,CARAHUE,0,1,110,59,54,0,113,8,0
2020,6502,ESCUELA BASICA NEHUENTUE,9102,CARAHUE,0,1,10,17,15,0,32,2,0
2020,6502,ESCUELA BASICA NEHUENTUE,9102,CARAHUE,0,1,110,58,45,0,103,8,0
2021,6502,ESCUELA BASICA NEHUENTUE,9102,CARAHUE,0,1,10,14,14,0,28,,
2021,6502,ESCUELA BASICA NEHUENTUE,9102,CARAHUE,0,1,110,62,60,0,122,,
2022,6502,ESCUELA BASICA NEHUENTUE,9102,CARAHUE,0,1,10,,,,22,,
2022,6502,ESCUELA BASICA NEHUENTUE,9102,CARAHUE,0,1,110,,,,109,,
2016,6504,ESCUELA TRANAPUENTE,9102,CARAHUE,1,1,10,13,6,0,19,2,0
2016,6504,ESCUELA TRANAPUENTE,9102,CARAHUE,1,1,110,49,46,0,95,8,0
2017,6504,ESCUELA TRANAPUENTE,9102,CARAHUE,1,1,10,11,8,0,19,2,0
2017,6504,ESCUELA TRANAPUENTE,9102,CARAHUE,1,1,110,48,54,0,102,8,0
2018,6504,ESCUELA TRANAPUENTE,9102,CARAHUE,1,1,10,5,12,0,17,2,0
2018,6504,ESCUELA TRANAPUENTE,9102,CARAHUE,1,1,110,51,51,0,102,8,0
2019,6504,ESCUELA TRANAPUENTE,9102,CARAHUE,1,1,10,8,14,0,22,2,0
2019,6504,ESCUELA TRANAPUENTE,9102,CARAHUE,1,1,110,58,47,0,105,8,0
2020,6504,ESCUELA TRANAPUENTE,9102,CARAHUE,1,1,10,13,13,0,26,2,0
2020,6504,ESCUELA TRANAPUENTE,9102,CARAHUE,1,1,110,51,50,0,101,8,0
2021,6504,ESCUELA TRANAPUENTE,9102,CARAHUE,1,1,10,18,13,0,31,,
2021,6504,ESCUELA TRANAPUENTE,9102,CARAHUE,1,1,110,60,56,0,116,,
2022,6504,ESCUELA TRANAPUENTE,9102,CARAHUE,1,1,10,,,,28,,
2022,6504,ESCUELA TRANAPUENTE,9102,CARAHUE,1,1,110,,,,127,,
2016,6505,ESCUELA BASICA EL CIRCO,9102,CARAHUE,1,2,,0,0,0,0,0,0
2017,6505,ESCUELA BASICA EL CIRCO,9102,CARAHUE,1,2,0,,,,0,,
2018,6505,ESCUELA BASICA EL CIRCO,9102,CARAHUE,1,2,0,,,,0,,
2019,6505,ESCUELA BASICA EL CIRCO,9102,CARAHUE,1,2,0,,,,0,,
2020,6505,ESCUELA BASICA EL CIRCO,9102,CARAHUE,1,2,0,,,,0,,
2016,6506,ESCUELA MUNICIPAL DINAMARCA,9102,CARAHUE,1,1,110,2,1,0,3,2,0
2017,6506,ESCUELA MUNICIPAL DINAMARCA,9102,CARAHUE,1,1,110,3,3,0,6,3,0
2018,6506,ESCUELA MUNICIPAL DINAMARCA LUCERO,9102,CARAHUE,1,1,110,3,3,0,6,,1
2019,6506,ESCUELA MUNICIPAL DINAMARCA LUCERO,9102,CARAHUE,1,1,110,2,2,0,4,3,0
2020,6506,ESCUELA MUNICIPAL DINAMARCA,9102,CARAHUE,1,1,110,2,2,0,4,,1
2021,6506,ESCUELA MUNICIPAL DINAMARCA,9102,CARAHUE,1,1,110,2,1,0,3,,
2022,6506,ESCUELA MUNICIPAL DINAMARCA,9102,CARAHUE,1,1,110,,,,4,,
2016,6507,ESCUELA BASICA LOS CORRALES,9102,CARAHUE,1,3,,0,0,0,0,0,0
2017,6507,ESCUELA BASICA LOS CORRALES,9102,CARAHUE,1,3,0,,,,0,,
2020,6507,ESCUELA BASICA LOS CORRALES,9102,CARAHUE,1,3,0,,,,0,,
2016,6508,ESCUELA BASICA DINAMARCA LUCERO,9102,CARAHUE,1,1,110,3,7,0,10,,6
2017,6508,ESCUELA BASICA DINAMARCA LUCERO,9102,CARAHUE,1,1,110,4,4,0,8,,6
2018,6508,ESCUELA BASICA DINAMARCA,9102,CARAHUE,1,1,110,3,4,0,7,,5
2019,6508,ESCUELA BASICA DINAMARCA,9102,CARAHUE,1,1,110,5,6,0,11,,
2020,6508,ESCUELA BASICA DINAMARCA LUCERO,9102,CARAHUE,1,1,110,3,5,0,8,,
2022,6508,ESCUELA BASICA DINAMARCA LUCERO,9102,CARAHUE,1,1,110,,,,5,,
2016,6509,ESCUELA BASICA SANTA CELIA,9102,CARAHUE,1,3,,0,0,0,0,0,0
2017,6509,ESCUELA BASICA SANTA CELIA,9102,CARAHUE,1,3,0,,,,0,,
2018,6509,ESCUELA BASICA SANTA CELIA,9102,CARAHUE,1,3,0,,,,0,,
2019,6509,ESCUELA BASICA SANTA CELIA,9102,CARAHUE,1,3,0,,,,0,,
2020,6509,ESCUELA BASICA SANTA CELIA,9102,CARAHUE,1,3,0,,,,0,,
2016,6510,ESCUELA BASICA PAILACOYAN,9102,CARAHUE,1,1,110,1,0,0,1,0,1
2017,6510,ESCUELA BASICA PAILACOYAN,9102,CARAHUE,1,1,110,2,0,0,2,2,0
2018,6510,ESCUELA BASICA PAILACOYAN,9102,CARAHUE,1,1,110,1,0,0,1,,1
2019,6510,ESCUELA BASICA PAILACOYAN,9102,CARAHUE,1,1,110,1,0,0,1,,1
2020,6510,ESCUELA BASICA PAILACOYAN,9102,CARAHUE,1,1,110,2,0,0,2,1,1
2021,6510,ESCUELA BASICA PAILACOYAN,9102,CARAHUE,1,1,110,1,0,0,1,,
2022,6510,ESCUELA BASICA PAILACOYAN,9102,CARAHUE,1,1,110,,,,5,,
2016,6511,ESCUELA BASICA LAS DAMAS,9102,CARAHUE,1,3,,0,0,0,0,0,0
2017,6511,ESCUELA BASICA LAS DAMAS,9102,CARAHUE,1,3,0,,,,0,,
2020,6511,ESCUELA BASICA LAS DAMAS,9102,CARAHUE,1,3,0,,,,0,,
2016,6512,ESCUELA VILLA LAS ARAUCARIAS,9102,CARAHUE,1,1,110,2,4,0,6,5,0
2017,6512,ESCUELA VILLA LAS ARAUCARIAS,9102,CARAHUE,1,1,110,4,3,0,7,4,0
2018,6512,ESCUELA VILLA LAS ARAUCARIAS,9102,CARAHUE,1,1,110,2,0,0,2,,1
2019,6512,ESCUELA VILLA LAS ARAUCARIAS,9102,CARAHUE,1,1,110,2,2,0,4,,1
2020,6512,ESCUELA VILLA LAS ARAUCARIAS,9102,CARAHUE,1,1,110,2,2,0,4,,1
2021,6512,ESCUELA VILLA LAS ARAUCARIAS,9102,CARAHUE,1,1,110,4,2,0,6,,
2022,6512,ESCUELA VILLA LAS ARAUCARIAS,9102,CARAHUE,1,1,110,,,,4,,
2016,6513,ESCUELA BASICA CAMAR,9102,CARAHUE,1,3,,0,0,0,0,0,0
2017,6513,ESCUELA BASICA CAMAR,9102,CARAHUE,1,3,0,,,,0,,
2020,6513,ESCUELA BASICA CAMAR,9102,CARAHUE,1,3,0,,,,0,,
2016,6514,ESCUELA QUIRIPIO,9102,CARAHUE,1,3,,0,0,0,0,0,0
2017,6514,ESCUELA QUIRIPIO,9102,CARAHUE,1,3,0,,,,0,,
2018,6514,ESCUELA QUIRIPIO,9102,CARAHUE,1,3,0,,,,0,,
2019,6514,ESCUELA QUIRIPIO,9102,CARAHUE,1,3,0,,,,0,,
2020,6514,ESCUELA QUIRIPIO,9102,CARAHUE,1,3,0,,,,0,,
2016,6515,ESCUELA CATRIPULLI,9102,CARAHUE,1,1,110,7,5,0,12,0,1
2017,6515,ESCUELA CATRIPULLI,9102,CARAHUE,1,1,110,4,5,0,9,,1
2018,6515,ESCUELA CATRIPULLI,9102,CARAHUE,1,1,110,1,1,0,2,,1
2019,6515,ESCUELA CATRIPULLI,9102,CARAHUE,1,1,110,1,2,0,3,,1
2020,6515,ESCUELA CATRIPULLI,9102,CARAHUE,1,1,110,1,1,0,2,,1
2021,6515,ESCUELA CATRIPULLI,9102,CARAHUE,1,1,110,1,2,0,3,,
2022,6515,ESCUELA CATRIPULLI,9102,CARAHUE,1,1,110,,,,3,,
2016,6516,ESCUELA LAS MINAS,9102,CARAHUE,1,3,,0,0,0,0,0,0
2017,6516,ESCUELA LAS MINAS,9102,CARAHUE,1,3,0,,,,0,,
2020,6516,ESCUELA LAS MINAS,9102,CARAHUE,1,3,0,,,,0,,
2016,6518,ESCUELA BASICA EL MANZANO,9102,CARAHUE,1,1,110,8,5,0,13,0,3
2017,6518,ESCUELA BASICA EL MANZANO,9102,CARAHUE,1,1,110,5,4,0,9,1,2
2018,6518,ESCUELA BASICA EL MANZANO,9102,CARAHUE,1,1,110,1,0,0,1,,1
2019,6518,ESCUELA BASICA EL MANZANO,9102,CARAHUE,1,1,110,4,0,0,4,,2
2020,6518,ESCUELA BASICA EL MANZANO,9102,CARAHUE,1,1,110,2,0,0,2,,2
2021,6518,ESCUELA BASICA EL MANZANO,9102,CARAHUE,1,1,110,2,3,0,5,,
2022,6518,ESCUELA BASICA EL MANZANO,9102,CARAHUE,1,1,110,,,,7,,
2016,6519,ESCUELA BASICA QUILLEN,9102,CARAHUE,1,2,,0,0,0,0,0,0
2017,6519,ESCUELA BASICA QUILLEN,9102,CARAHUE,1,2,0,,,,0,,
2018,6519,ESCUELA BASICA QUILLEN,9102,CARAHUE,1,2,0,,,,0,,
2019,6519,ESCUELA BASICA QUILLEN,9102,CARAHUE,1,2,0,,,,0,,
2020,6519,ESCUELA BASICA QUILLEN,9102,CARAHUE,1,2,0,,,,0,,
2016,6521,ESCUELA BASICA CAMARONES,9102,CARAHUE,1,1,110,1,1,0,2,1,0
2017,6521,ESCUELA BASICA CAMARONES,9102,CARAHUE,1,1,110,1,2,0,3,2,0
2018,6521,ESCUELA BASICA CAMARONES,9102,CARAHUE,1,1,110,0,2,0,2,,1
2019,6521,ESCUELA BASICA CAMARONES,9102,CARAHUE,1,1,110,0,2,0,2,2,0
2020,6521,ESCUELA BASICA CAMARONES,9102,CARAHUE,1,1,110,0,2,0,2,1,0
2021,6521,ESCUELA BASICA CAMARONES,9102,CARAHUE,1,1,110,1,2,0,3,,
