RBD,COMUNA,AREA,NIVEL,SECTOR,EJE,VALOR
6399,TEODORO SCHMIDT,URBANO,3° Básico,LENGUAJE,INFORMACION IMPLICITA,"0,72"
6400,TEODORO SCHMIDT,RURAL,3° Básico,LENGUAJE,INFORMACION IMPLICITA,"0,5"
6407,TEODORO SCHMIDT,RURAL,3° Básico,LENGUAJE,INFORMACION IMPLICITA,"0,2"
6410,TEODORO SCHMIDT,RURAL,3° Básico,LENGUAJE,INFORMACION IMPLICITA,"0,6"
6411,TEODORO SCHMIDT,RURAL,3° Básico,LENGUAJE,INFORMACION IMPLICITA,"0,95"
6413,TEODORO SCHMIDT,RURAL,3° Básico,LENGUAJE,INFORMACION IMPLICITA,"0,7"
6415,TEODORO SCHMIDT,RURAL,3° Básico,LENGUAJE,INFORMACION IMPLICITA,"0,8"
6454,SAAVEDRA,RURAL,3° Básico,LENGUAJE,INFORMACION IMPLICITA,"0,66"
6455,SAAVEDRA,RURAL,3° Básico,LENGUAJE,INFORMACION IMPLICITA,"0,43"
6456,SAAVEDRA,RURAL,3° Básico,LENGUAJE,INFORMACION IMPLICITA,"0,4"
6457,SAAVEDRA,URBANO,3° Básico,LENGUAJE,INFORMACION IMPLICITA,"0,69"
6458,SAAVEDRA,RURAL,3° Básico,LENGUAJE,INFORMACION IMPLICITA,"0,18"
6459,SAAVEDRA,RURAL,3° Básico,LENGUAJE,INFORMACION IMPLICITA,"0,73"
6495,SAAVEDRA,RURAL,3° Básico,LENGUAJE,INFORMACION IMPLICITA,"0,72"
6499,CARAHUE,URBANO,3° Básico,LENGUAJE,INFORMACION IMPLICITA,"0,64"
6500,CARAHUE,URBANO,3° Básico,LENGUAJE,INFORMACION IMPLICITA,"0,66"
6501,CARAHUE,URBANO,3° Básico,LENGUAJE,INFORMACION IMPLICITA,"0,72"
6502,CARAHUE,URBANO,3° Básico,LENGUAJE,INFORMACION IMPLICITA,"0,65"
6504,CARAHUE,RURAL,3° Básico,LENGUAJE,INFORMACION IMPLICITA,"0,52"
6512,CARAHUE,RURAL,3° Básico,LENGUAJE,INFORMACION IMPLICITA,"0,4"
6521,CARAHUE,RURAL,3° Básico,LENGUAJE,INFORMACION IMPLICITA,"0,8"
6523,CARAHUE,RURAL,3° Básico,LENGUAJE,INFORMACION IMPLICITA,"0,8"
6524,CARAHUE,RURAL,3° Básico,LENGUAJE,INFORMACION IMPLICITA,"0,6"
6526,CARAHUE,RURAL,3° Básico,LENGUAJE,INFORMACION IMPLICITA,"0,7"
6528,CARAHUE,RURAL,3° Básico,LENGUAJE,INFORMACION IMPLICITA,"0,69"
6529,CARAHUE,RURAL,3° Básico,LENGUAJE,INFORMACION IMPLICITA,"0,5"
6587,NUEVA IMPERIAL,URBANO,3° Básico,LENGUAJE,INFORMACION IMPLICITA,"0,61"
6593,NUEVA IMPERIAL,RURAL,3° Básico,LENGUAJE,INFORMACION IMPLICITA,"0,67"
6602,NUEVA IMPERIAL,RURAL,3° Básico,LENGUAJE,INFORMACION IMPLICITA,"0,6"
6605,NUEVA IMPERIAL,RURAL,3° Básico,LENGUAJE,INFORMACION IMPLICITA,"0,45"
6608,NUEVA IMPERIAL,RURAL,3° Básico,LENGUAJE,INFORMACION IMPLICITA,"0,53"
6611,NUEVA IMPERIAL,RURAL,3° Básico,LENGUAJE,INFORMACION IMPLICITA,"0,77"
6623,NUEVA IMPERIAL,RURAL,3° Básico,LENGUAJE,INFORMACION IMPLICITA,1
6628,NUEVA IMPERIAL,RURAL,3° Básico,LENGUAJE,INFORMACION IMPLICITA,"0,6"
6635,NUEVA IMPERIAL,RURAL,3° Básico,LENGUAJE,INFORMACION IMPLICITA,"0,8"
6349,TOLTÉN,URBANO,1° Básico,LENGUAJE,SENTIDO GLOBAL,"0,86"
6350,TOLTÉN,URBANO,1° Básico,LENGUAJE,SENTIDO GLOBAL,"0,85"
6351,TOLTÉN,RURAL,1° Básico,LENGUAJE,SENTIDO GLOBAL,"0,97"
6352,TOLTÉN,URBANO,1° Básico,LENGUAJE,SENTIDO GLOBAL,"0,87"
6353,TOLTÉN,RURAL,1° Básico,LENGUAJE,SENTIDO GLOBAL,1
6354,TOLTÉN,RURAL,1° Básico,LENGUAJE,SENTIDO GLOBAL,1
6358,TEODORO SCHMIDT,RURAL,1° Básico,LENGUAJE,SENTIDO GLOBAL,
6361,TEODORO SCHMIDT,RURAL,1° Básico,LENGUAJE,SENTIDO GLOBAL,1
6370,TOLTÉN,RURAL,1° Básico,LENGUAJE,SENTIDO GLOBAL,1
6371,TOLTÉN,RURAL,1° Básico,LENGUAJE,SENTIDO GLOBAL,"0,67"
6373,TEODORO SCHMIDT,RURAL,1° Básico,LENGUAJE,SENTIDO GLOBAL,"0,6"
6397,TEODORO SCHMIDT,URBANO,1° Básico,LENGUAJE,SENTIDO GLOBAL,"0,94"
6398,TEODORO SCHMIDT,URBANO,1° Básico,LENGUAJE,SENTIDO GLOBAL,"0,72"
6399,TEODORO SCHMIDT,URBANO,1° Básico,LENGUAJE,SENTIDO GLOBAL,"0,97"
6400,TEODORO SCHMIDT,RURAL,1° Básico,LENGUAJE,SENTIDO GLOBAL,1
6407,TEODORO SCHMIDT,RURAL,1° Básico,LENGUAJE,SENTIDO GLOBAL,
6411,TEODORO SCHMIDT,RURAL,1° Básico,LENGUAJE,SENTIDO GLOBAL,"0,8"
6413,TEODORO SCHMIDT,RURAL,1° Básico,LENGUAJE,SENTIDO GLOBAL,1
6415,TEODORO SCHMIDT,RURAL,1° Básico,LENGUAJE,SENTIDO GLOBAL,"0,9"
6454,SAAVEDRA,RURAL,1° Básico,LENGUAJE,SENTIDO GLOBAL,1
6455,SAAVEDRA,RURAL,1° Básico,LENGUAJE,SENTIDO GLOBAL,"0,6"
6456,SAAVEDRA,RURAL,1° Básico,LENGUAJE,SENTIDO GLOBAL,"0,6"
6457,SAAVEDRA,URBANO,1° Básico,LENGUAJE,SENTIDO GLOBAL,"0,74"
6458,SAAVEDRA,RURAL,1° Básico,LENGUAJE,SENTIDO GLOBAL,"0,13"
6459,SAAVEDRA,RURAL,1° Básico,LENGUAJE,SENTIDO GLOBAL,"0,87"
6495,SAAVEDRA,RURAL,1° Básico,LENGUAJE,SENTIDO GLOBAL,"0,88"
6499,CARAHUE,URBANO,1° Básico,LENGUAJE,SENTIDO GLOBAL,"0,92"
6500,CARAHUE,URBANO,1° Básico,LENGUAJE,SENTIDO GLOBAL,"0,94"
6501,CARAHUE,URBANO,1° Básico,LENGUAJE,SENTIDO GLOBAL,"0,88"
6502,CARAHUE,URBANO,1° Básico,LENGUAJE,SENTIDO GLOBAL,"0,8"
6504,CARAHUE,RURAL,1° Básico,LENGUAJE,SENTIDO GLOBAL,"0,82"
6508,CARAHUE,RURAL,1° Básico,LENGUAJE,SENTIDO GLOBAL,"0,8"
6510,CARAHUE,RURAL,1° Básico,LENGUAJE,SENTIDO GLOBAL,1
6512,CARAHUE,RURAL,1° Básico,LENGUAJE,SENTIDO GLOBAL,"0,4"
6522,CARAHUE,RURAL,1° Básico,LENGUAJE,SENTIDO GLOBAL,"0,8"
6529,CARAHUE,RURAL,1° Básico,LENGUAJE,SENTIDO GLOBAL,1
6539,CARAHUE,RURAL,1° Básico,LENGUAJE,SENTIDO GLOBAL,"0,87"
6587,NUEVA IMPERIAL,URBANO,1° Básico,LENGUAJE,SENTIDO GLOBAL,"0,89"
6593,NUEVA IMPERIAL,RURAL,1° Básico,LENGUAJE,SENTIDO GLOBAL,"0,94"
6600,NUEVA IMPERIAL,RURAL,1° Básico,LENGUAJE,SENTIDO GLOBAL,1
6602,NUEVA IMPERIAL,RURAL,1° Básico,LENGUAJE,SENTIDO GLOBAL,"0,84"
6605,NUEVA IMPERIAL,RURAL,1° Básico,LENGUAJE,SENTIDO GLOBAL,"0,75"
6608,NUEVA IMPERIAL,RURAL,1° Básico,LENGUAJE,SENTIDO GLOBAL,"0,93"
6611,NUEVA IMPERIAL,RURAL,1° Básico,LENGUAJE,SENTIDO GLOBAL,1
6623,NUEVA IMPERIAL,RURAL,1° Básico,LENGUAJE,SENTIDO GLOBAL,"0,6"
6628,NUEVA IMPERIAL,RURAL,1° Básico,LENGUAJE,SENTIDO GLOBAL,"0,77"
6639,NUEVA IMPERIAL,RURAL,1° Básico,LENGUAJE,SENTIDO GLOBAL,"0,8"
6349,TOLTÉN,URBANO,2° Básico,LENGUAJE,SENTIDO GLOBAL,"0,89"
6350,TOLTÉN,URBANO,2° Básico,LENGUAJE,SENTIDO GLOBAL,"0,87"
6351,TOLTÉN,RURAL,2° Básico,LENGUAJE,SENTIDO GLOBAL,"0,8"
6352,TOLTÉN,URBANO,2° Básico,LENGUAJE,SENTIDO GLOBAL,"0,75"
6353,TOLTÉN,RURAL,2° Básico,LENGUAJE,SENTIDO GLOBAL,"0,7"
6358,TEODORO SCHMIDT,RURAL,2° Básico,LENGUAJE,SENTIDO GLOBAL,1
6371,TOLTÉN,RURAL,2° Básico,LENGUAJE,SENTIDO GLOBAL,"0,6"
6373,TEODORO SCHMIDT,RURAL,2° Básico,LENGUAJE,SENTIDO GLOBAL,"0,4"
6374,TOLTÉN,RURAL,2° Básico,LENGUAJE,SENTIDO GLOBAL,1
6397,TEODORO SCHMIDT,URBANO,2° Básico,LENGUAJE,SENTIDO GLOBAL,"0,88"
6398,TEODORO SCHMIDT,URBANO,2° Básico,LENGUAJE,SENTIDO GLOBAL,"0,59"
6399,TEODORO SCHMIDT,URBANO,2° Básico,LENGUAJE,SENTIDO GLOBAL,"0,84"
6400,TEODORO SCHMIDT,RURAL,2° Básico,LENGUAJE,SENTIDO GLOBAL,"0,75"
6407,TEODORO SCHMIDT,RURAL,2° Básico,LENGUAJE,SENTIDO GLOBAL,"0,25"
6411,TEODORO SCHMIDT,RURAL,2° Básico,LENGUAJE,SENTIDO GLOBAL,"0,73"
6413,TEODORO SCHMIDT,RURAL,2° Básico,LENGUAJE,SENTIDO GLOBAL,"0,9"
6454,SAAVEDRA,RURAL,2° Básico,LENGUAJE,SENTIDO GLOBAL,"0,84"
6455,SAAVEDRA,RURAL,2° Básico,LENGUAJE,SENTIDO GLOBAL,"0,56"
6456,SAAVEDRA,RURAL,2° Básico,LENGUAJE,SENTIDO GLOBAL,"0,1"
6457,SAAVEDRA,URBANO,2° Básico,LENGUAJE,SENTIDO GLOBAL,"0,74"
6458,SAAVEDRA,RURAL,2° Básico,LENGUAJE,SENTIDO GLOBAL,"0,77"
6459,SAAVEDRA,RURAL,2° Básico,LENGUAJE,SENTIDO GLOBAL,"0,8"
6495,SAAVEDRA,RURAL,2° Básico,LENGUAJE,SENTIDO GLOBAL,"0,75"
6499,CARAHUE,URBANO,2° Básico,LENGUAJE,SENTIDO GLOBAL,"0,8"
6500,CARAHUE,URBANO,2° Básico,LENGUAJE,SENTIDO GLOBAL,"0,81"
6501,CARAHUE,URBANO,2° Básico,LENGUAJE,SENTIDO GLOBAL,"0,9"
6502,CARAHUE,URBANO,2° Básico,LENGUAJE,SENTIDO GLOBAL,"0,91"
6504,CARAHUE,RURAL,2° Básico,LENGUAJE,SENTIDO GLOBAL,"0,75"
6506,CARAHUE,RURAL,2° Básico,LENGUAJE,SENTIDO GLOBAL,"0,8"
6522,CARAHUE,RURAL,2° Básico,LENGUAJE,SENTIDO GLOBAL,"0,8"
6523,CARAHUE,RURAL,2° Básico,LENGUAJE,SENTIDO GLOBAL,"0,8"
6524,CARAHUE,RURAL,2° Básico,LENGUAJE,SENTIDO GLOBAL,"0,6"
6528,CARAHUE,RURAL,2° Básico,LENGUAJE,SENTIDO GLOBAL,"0,84"
6539,CARAHUE,RURAL,2° Básico,LENGUAJE,SENTIDO GLOBAL,"0,7"
6587,NUEVA IMPERIAL,URBANO,2° Básico,LENGUAJE,SENTIDO GLOBAL,"0,81"
6593,NUEVA IMPERIAL,RURAL,2° Básico,LENGUAJE,SENTIDO GLOBAL,"0,78"
6600,NUEVA IMPERIAL,RURAL,2° Básico,LENGUAJE,SENTIDO GLOBAL,"0,93"
6605,NUEVA IMPERIAL,RURAL,2° Básico,LENGUAJE,SENTIDO GLOBAL,"0,7"
6608,NUEVA IMPERIAL,RURAL,2° Básico,LENGUAJE,SENTIDO GLOBAL,"0,6"
6611,NUEVA IMPERIAL,RURAL,2° Básico,LENGUAJE,SENTIDO GLOBAL,"0,8"
6623,NUEVA IMPERIAL,RURAL,2° Básico,LENGUAJE,SENTIDO GLOBAL,"0,8"
6628,NUEVA IMPERIAL,RURAL,2° Básico,LENGUAJE,SENTIDO GLOBAL,"0,3"
6635,NUEVA IMPERIAL,RURAL,2° Básico,LENGUAJE,SENTIDO GLOBAL,"0,9"
6639,NUEVA IMPERIAL,RURAL,2° Básico,LENGUAJE,SENTIDO GLOBAL,1
6349,TOLTÉN,URBANO,3° Básico,LENGUAJE,SENTIDO GLOBAL,"0,77"
6350,TOLTÉN,URBANO,3° Básico,LENGUAJE,SENTIDO GLOBAL,"0,68"
6351,TOLTÉN,RURAL,3° Básico,LENGUAJE,SENTIDO GLOBAL,"0,57"
6352,TOLTÉN,URBANO,3° Básico,LENGUAJE,SENTIDO GLOBAL,"0,68"
6353,TOLTÉN,RURAL,3° Básico,LENGUAJE,SENTIDO GLOBAL,"0,67"
6354,TOLTÉN,RURAL,3° Básico,LENGUAJE,SENTIDO GLOBAL,"0,5"
6358,TEODORO SCHMIDT,RURAL,3° Básico,LENGUAJE,SENTIDO GLOBAL,"0,42"
6371,TOLTÉN,RURAL,3° Básico,LENGUAJE,SENTIDO GLOBAL,"0,33"
6373,TEODORO SCHMIDT,RURAL,3° Básico,LENGUAJE,SENTIDO GLOBAL,"0,58"
6397,TEODORO SCHMIDT,URBANO,3° Básico,LENGUAJE,SENTIDO GLOBAL,"0,71"
6398,TEODORO SCHMIDT,URBANO,3° Básico,LENGUAJE,SENTIDO GLOBAL,"0,51"
6399,TEODORO SCHMIDT,URBANO,3° Básico,LENGUAJE,SENTIDO GLOBAL,"0,73"
6400,TEODORO SCHMIDT,RURAL,3° Básico,LENGUAJE,SENTIDO GLOBAL,"0,83"
6407,TEODORO SCHMIDT,RURAL,3° Básico,LENGUAJE,SENTIDO GLOBAL,"0,5"
6410,TEODORO SCHMIDT,RURAL,3° Básico,LENGUAJE,SENTIDO GLOBAL,"0,83"
6411,TEODORO SCHMIDT,RURAL,3° Básico,LENGUAJE,SENTIDO GLOBAL,"0,83"
6413,TEODORO SCHMIDT,RURAL,3° Básico,LENGUAJE,SENTIDO GLOBAL,"0,83"
6415,TEODORO SCHMIDT,RURAL,3° Básico,LENGUAJE,SENTIDO GLOBAL,"0,75"
6454,SAAVEDRA,RURAL,3° Básico,LENGUAJE,SENTIDO GLOBAL,"0,7"
6455,SAAVEDRA,RURAL,3° Básico,LENGUAJE,SENTIDO GLOBAL,"0,52"
6456,SAAVEDRA,RURAL,3° Básico,LENGUAJE,SENTIDO GLOBAL,"0,22"
6457,SAAVEDRA,URBANO,3° Básico,LENGUAJE,SENTIDO GLOBAL,"0,54"
6458,SAAVEDRA,RURAL,3° Básico,LENGUAJE,SENTIDO GLOBAL,"0,17"
6459,SAAVEDRA,RURAL,3° Básico,LENGUAJE,SENTIDO GLOBAL,"0,64"
6495,SAAVEDRA,RURAL,3° Básico,LENGUAJE,SENTIDO GLOBAL,"0,72"
6499,CARAHUE,URBANO,3° Básico,LENGUAJE,SENTIDO GLOBAL,"0,73"
6500,CARAHUE,URBANO,3° Básico,LENGUAJE,SENTIDO GLOBAL,"0,65"
6501,CARAHUE,URBANO,3° Básico,LENGUAJE,SENTIDO GLOBAL,"0,69"
6502,CARAHUE,URBANO,3° Básico,LENGUAJE,SENTIDO GLOBAL,"0,6"
6504,CARAHUE,RURAL,3° Básico,LENGUAJE,SENTIDO GLOBAL,"0,62"
6512,CARAHUE,RURAL,3° Básico,LENGUAJE,SENTIDO GLOBAL,"0,33"
6521,CARAHUE,RURAL,3° Básico,LENGUAJE,SENTIDO GLOBAL,1
6523,CARAHUE,RURAL,3° Básico,LENGUAJE,SENTIDO GLOBAL,"0,67"
6524,CARAHUE,RURAL,3° Básico,LENGUAJE,SENTIDO GLOBAL,"0,5"
6526,CARAHUE,RURAL,3° Básico,LENGUAJE,SENTIDO GLOBAL,"0,58"
6528,CARAHUE,RURAL,3° Básico,LENGUAJE,SENTIDO GLOBAL,"0,71"
6529,CARAHUE,RURAL,3° Básico,LENGUAJE,SENTIDO GLOBAL,"0,67"
6587,NUEVA IMPERIAL,URBANO,3° Básico,LENGUAJE,SENTIDO GLOBAL,"0,63"
6593,NUEVA IMPERIAL,RURAL,3° Básico,LENGUAJE,SENTIDO GLOBAL,"0,67"
6602,NUEVA IMPERIAL,RURAL,3° Básico,LENGUAJE,SENTIDO GLOBAL,"0,83"
6605,NUEVA IMPERIAL,RURAL,3° Básico,LENGUAJE,SENTIDO GLOBAL,"0,42"
6608,NUEVA IMPERIAL,RURAL,3° Básico,LENGUAJE,SENTIDO GLOBAL,"0,5"
6611,NUEVA IMPERIAL,RURAL,3° Básico,LENGUAJE,SENTIDO GLOBAL,"0,78"
6623,NUEVA IMPERIAL,RURAL,3° Básico,LENGUAJE,SENTIDO GLOBAL,"0,67"
6628,NUEVA IMPERIAL,RURAL,3° Básico,LENGUAJE,SENTIDO GLOBAL,"0,58"
6635,NUEVA IMPERIAL,RURAL,3° Básico,LENGUAJE,SENTIDO GLOBAL,"0,33"
6349,TOLTÉN,URBANO,1° Básico,LENGUAJE,SCOM_ELE ESTRUC,"0,82"
6350,TOLTÉN,URBANO,1° Básico,LENGUAJE,SCOM_ELE ESTRUC,"0,66"
6351,TOLTÉN,RURAL,1° Básico,LENGUAJE,SCOM_ELE ESTRUC,"0,75"
6352,TOLTÉN,URBANO,1° Básico,LENGUAJE,SCOM_ELE ESTRUC,"0,97"
6353,TOLTÉN,RURAL,1° Básico,LENGUAJE,SCOM_ELE ESTRUC,1
6354,TOLTÉN,RURAL,1° Básico,LENGUAJE,SCOM_ELE ESTRUC,1
6358,TEODORO SCHMIDT,RURAL,1° Básico,LENGUAJE,SCOM_ELE ESTRUC,
6361,TEODORO SCHMIDT,RURAL,1° Básico,LENGUAJE,SCOM_ELE ESTRUC,"0,5"
6370,TOLTÉN,RURAL,1° Básico,LENGUAJE,SCOM_ELE ESTRUC,"0,5"
6371,TOLTÉN,RURAL,1° Básico,LENGUAJE,SCOM_ELE ESTRUC,"0,42"
6373,TEODORO SCHMIDT,RURAL,1° Básico,LENGUAJE,SCOM_ELE ESTRUC,"0,25"
6397,TEODORO SCHMIDT,URBANO,1° Básico,LENGUAJE,SCOM_ELE ESTRUC,"0,96"
6398,TEODORO SCHMIDT,URBANO,1° Básico,LENGUAJE,SCOM_ELE ESTRUC,"0,52"
6399,TEODORO SCHMIDT,URBANO,1° Básico,LENGUAJE,SCOM_ELE ESTRUC,"0,82"
6400,TEODORO SCHMIDT,RURAL,1° Básico,LENGUAJE,SCOM_ELE ESTRUC,1
6407,TEODORO SCHMIDT,RURAL,1° Básico,LENGUAJE,SCOM_ELE ESTRUC,
6411,TEODORO SCHMIDT,RURAL,1° Básico,LENGUAJE,SCOM_ELE ESTRUC,"0,75"
6413,TEODORO SCHMIDT,RURAL,1° Básico,LENGUAJE,SCOM_ELE ESTRUC,"0,75"
6415,TEODORO SCHMIDT,RURAL,1° Básico,LENGUAJE,SCOM_ELE ESTRUC,"0,88"
6454,SAAVEDRA,RURAL,1° Básico,LENGUAJE,SCOM_ELE ESTRUC,"0,63"
6455,SAAVEDRA,RURAL,1° Básico,LENGUAJE,SCOM_ELE ESTRUC,"0,5"
6456,SAAVEDRA,RURAL,1° Básico,LENGUAJE,SCOM_ELE ESTRUC,"0,13"
6457,SAAVEDRA,URBANO,1° Básico,LENGUAJE,SCOM_ELE ESTRUC,"0,74"
6458,SAAVEDRA,RURAL,1° Básico,LENGUAJE,SCOM_ELE ESTRUC,"0,42"
6459,SAAVEDRA,RURAL,1° Básico,LENGUAJE,SCOM_ELE ESTRUC,"0,92"
6495,SAAVEDRA,RURAL,1° Básico,LENGUAJE,SCOM_ELE ESTRUC,"0,85"
6499,CARAHUE,URBANO,1° Básico,LENGUAJE,SCOM_ELE ESTRUC,"0,87"
6500,CARAHUE,URBANO,1° Básico,LENGUAJE,SCOM_ELE ESTRUC,"0,92"
6501,CARAHUE,URBANO,1° Básico,LENGUAJE,SCOM_ELE ESTRUC,"0,88"
6502,CARAHUE,URBANO,1° Básico,LENGUAJE,SCOM_ELE ESTRUC,"0,78"
6504,CARAHUE,RURAL,1° Básico,LENGUAJE,SCOM_ELE ESTRUC,"0,77"
6508,CARAHUE,RURAL,1° Básico,LENGUAJE,SCOM_ELE ESTRUC,"0,75"
6510,CARAHUE,RURAL,1° Básico,LENGUAJE,SCOM_ELE ESTRUC,1
6512,CARAHUE,RURAL,1° Básico,LENGUAJE,SCOM_ELE ESTRUC,"0,25"
6522,CARAHUE,RURAL,1° Básico,LENGUAJE,SCOM_ELE ESTRUC,1
6529,CARAHUE,RURAL,1° Básico,LENGUAJE,SCOM_ELE ESTRUC,"0,75"
6539,CARAHUE,RURAL,1° Básico,LENGUAJE,SCOM_ELE ESTRUC,"0,79"
6587,NUEVA IMPERIAL,URBANO,1° Básico,LENGUAJE,SCOM_ELE ESTRUC,"0,8"
6593,NUEVA IMPERIAL,RURAL,1° Básico,LENGUAJE,SCOM_ELE ESTRUC,"0,82"
6600,NUEVA IMPERIAL,RURAL,1° Básico,LENGUAJE,SCOM_ELE ESTRUC,"0,5"
6602,NUEVA IMPERIAL,RURAL,1° Básico,LENGUAJE,SCOM_ELE ESTRUC,"0,7"
6605,NUEVA IMPERIAL,RURAL,1° Básico,LENGUAJE,SCOM_ELE ESTRUC,"0,5"
6608,NUEVA IMPERIAL,RURAL,1° Básico,LENGUAJE,SCOM_ELE ESTRUC,"0,75"
6611,NUEVA IMPERIAL,RURAL,1° Básico,LENGUAJE,SCOM_ELE ESTRUC,"0,75"
6623,NUEVA IMPERIAL,RURAL,1° Básico,LENGUAJE,SCOM_ELE ESTRUC,"0,83"
6628,NUEVA IMPERIAL,RURAL,1° Básico,LENGUAJE,SCOM_ELE ESTRUC,"0,79"
6639,NUEVA IMPERIAL,RURAL,1° Básico,LENGUAJE,SCOM_ELE ESTRUC,"0,67"
6349,TOLTÉN,URBANO,2° Básico,LENGUAJE,SCOM_ELE ESTRUC,"0,79"
6350,TOLTÉN,URBANO,2° Básico,LENGUAJE,SCOM_ELE ESTRUC,"0,75"
6351,TOLTÉN,RURAL,2° Básico,LENGUAJE,SCOM_ELE ESTRUC,"0,82"
6352,TOLTÉN,URBANO,2° Básico,LENGUAJE,SCOM_ELE ESTRUC,"0,8"
6353,TOLTÉN,RURAL,2° Básico,LENGUAJE,SCOM_ELE ESTRUC,"0,69"
6358,TEODORO SCHMIDT,RURAL,2° Básico,LENGUAJE,SCOM_ELE ESTRUC,1
6371,TOLTÉN,RURAL,2° Básico,LENGUAJE,SCOM_ELE ESTRUC,"0,67"
6373,TEODORO SCHMIDT,RURAL,2° Básico,LENGUAJE,SCOM_ELE ESTRUC,"0,46"
6374,TOLTÉN,RURAL,2° Básico,LENGUAJE,SCOM_ELE ESTRUC,1
6397,TEODORO SCHMIDT,URBANO,2° Básico,LENGUAJE,SCOM_ELE ESTRUC,"0,85"
6398,TEODORO SCHMIDT,URBANO,2° Básico,LENGUAJE,SCOM_ELE ESTRUC,"0,57"
6399,TEODORO SCHMIDT,URBANO,2° Básico,LENGUAJE,SCOM_ELE ESTRUC,"0,82"
6400,TEODORO SCHMIDT,RURAL,2° Básico,LENGUAJE,SCOM_ELE ESTRUC,"0,63"
6407,TEODORO SCHMIDT,RURAL,2° Básico,LENGUAJE,SCOM_ELE ESTRUC,"0,44"
6411,TEODORO SCHMIDT,RURAL,2° Básico,LENGUAJE,SCOM_ELE ESTRUC,"0,67"
6413,TEODORO SCHMIDT,RURAL,2° Básico,LENGUAJE,SCOM_ELE ESTRUC,1
6454,SAAVEDRA,RURAL,2° Básico,LENGUAJE,SCOM_ELE ESTRUC,"0,75"
6455,SAAVEDRA,RURAL,2° Básico,LENGUAJE,SCOM_ELE ESTRUC,"0,8"
6456,SAAVEDRA,RURAL,2° Básico,LENGUAJE,SCOM_ELE ESTRUC,"0,13"
6457,SAAVEDRA,URBANO,2° Básico,LENGUAJE,SCOM_ELE ESTRUC,"0,75"
6458,SAAVEDRA,RURAL,2° Básico,LENGUAJE,SCOM_ELE ESTRUC,"0,71"
6459,SAAVEDRA,RURAL,2° Básico,LENGUAJE,SCOM_ELE ESTRUC,"0,81"
6495,SAAVEDRA,RURAL,2° Básico,LENGUAJE,SCOM_ELE ESTRUC,"0,75"
6499,CARAHUE,URBANO,2° Básico,LENGUAJE,SCOM_ELE ESTRUC,"0,72"
6500,CARAHUE,URBANO,2° Básico,LENGUAJE,SCOM_ELE ESTRUC,"0,79"
6501,CARAHUE,URBANO,2° Básico,LENGUAJE,SCOM_ELE ESTRUC,"0,84"
6502,CARAHUE,URBANO,2° Básico,LENGUAJE,SCOM_ELE ESTRUC,"0,82"
6504,CARAHUE,RURAL,2° Básico,LENGUAJE,SCOM_ELE ESTRUC,"0,75"
6506,CARAHUE,RURAL,2° Básico,LENGUAJE,SCOM_ELE ESTRUC,"0,75"
6522,CARAHUE,RURAL,2° Básico,LENGUAJE,SCOM_ELE ESTRUC,"0,5"
6523,CARAHUE,RURAL,2° Básico,LENGUAJE,SCOM_ELE ESTRUC,"0,5"
6524,CARAHUE,RURAL,2° Básico,LENGUAJE,SCOM_ELE ESTRUC,1
6528,CARAHUE,RURAL,2° Básico,LENGUAJE,SCOM_ELE ESTRUC,"0,8"
6539,CARAHUE,RURAL,2° Básico,LENGUAJE,SCOM_ELE ESTRUC,"0,75"
6587,NUEVA IMPERIAL,URBANO,2° Básico,LENGUAJE,SCOM_ELE ESTRUC,"0,73"
6593,NUEVA IMPERIAL,RURAL,2° Básico,LENGUAJE,SCOM_ELE ESTRUC,"0,73"
6600,NUEVA IMPERIAL,RURAL,2° Básico,LENGUAJE,SCOM_ELE ESTRUC,"0,75"
6605,NUEVA IMPERIAL,RURAL,2° Básico,LENGUAJE,SCOM_ELE ESTRUC,"0,88"
6608,NUEVA IMPERIAL,RURAL,2° Básico,LENGUAJE,SCOM_ELE ESTRUC,"0,5"
6611,NUEVA IMPERIAL,RURAL,2° Básico,LENGUAJE,SCOM_ELE ESTRUC,"0,75"
6623,NUEVA IMPERIAL,RURAL,2° Básico,LENGUAJE,SCOM_ELE ESTRUC,"0,75"
6628,NUEVA IMPERIAL,RURAL,2° Básico,LENGUAJE,SCOM_ELE ESTRUC,"0,88"
6635,NUEVA IMPERIAL,RURAL,2° Básico,LENGUAJE,SCOM_ELE ESTRUC,"0,88"
6639,NUEVA IMPERIAL,RURAL,2° Básico,LENGUAJE,SCOM_ELE ESTRUC,"0,75"
