RBD,COMUNA,AREA,NIVEL,SECTOR,EJE,VALOR
6635,NUEVA IMPERIAL,RURAL,3° Básico,MATEMATICAS,NUMEROS,"0,89"
6349,TOLTÉN,URBANO,1° Básico,MATEMATICAS,GEOMETRIA,"0,77"
6350,TOLTÉN,URBANO,1° Básico,MATEMATICAS,GEOMETRIA,"0,73"
6351,TOLTÉN,RURAL,1° Básico,MATEMATICAS,GEOMETRIA,"0,9"
6352,TOLTÉN,URBANO,1° Básico,MATEMATICAS,GEOMETRIA,"0,82"
6353,TOLTÉN,RURAL,1° Básico,MATEMATICAS,GEOMETRIA,"0,8"
6354,TOLTÉN,RURAL,1° Básico,MATEMATICAS,GEOMETRIA,"0,8"
6358,TEODORO SCHMIDT,RURAL,1° Básico,MATEMATICAS,GEOMETRIA,"0,8"
6361,TEODORO SCHMIDT,RURAL,1° Básico,MATEMATICAS,GEOMETRIA,"0,8"
6370,TOLTÉN,RURAL,1° Básico,MATEMATICAS,GEOMETRIA,"0,6"
6371,TOLTÉN,RURAL,1° Básico,MATEMATICAS,GEOMETRIA,"0,67"
6373,TEODORO SCHMIDT,RURAL,1° Básico,MATEMATICAS,GEOMETRIA,"0,1"
6397,TEODORO SCHMIDT,URBANO,1° Básico,MATEMATICAS,GEOMETRIA,"0,78"
6398,TEODORO SCHMIDT,URBANO,1° Básico,MATEMATICAS,GEOMETRIA,"0,61"
6399,TEODORO SCHMIDT,URBANO,1° Básico,MATEMATICAS,GEOMETRIA,"0,8"
6400,TEODORO SCHMIDT,RURAL,1° Básico,MATEMATICAS,GEOMETRIA,"0,8"
6407,TEODORO SCHMIDT,RURAL,1° Básico,MATEMATICAS,GEOMETRIA,"0,8"
6411,TEODORO SCHMIDT,RURAL,1° Básico,MATEMATICAS,GEOMETRIA,"0,6"
6413,TEODORO SCHMIDT,RURAL,1° Básico,MATEMATICAS,GEOMETRIA,"0,8"
6415,TEODORO SCHMIDT,RURAL,1° Básico,MATEMATICAS,GEOMETRIA,"0,7"
6454,SAAVEDRA,RURAL,1° Básico,MATEMATICAS,GEOMETRIA,"0,9"
6455,SAAVEDRA,RURAL,1° Básico,MATEMATICAS,GEOMETRIA,"0,67"
6456,SAAVEDRA,RURAL,1° Básico,MATEMATICAS,GEOMETRIA,"0,6"
6457,SAAVEDRA,URBANO,1° Básico,MATEMATICAS,GEOMETRIA,"0,7"
6458,SAAVEDRA,RURAL,1° Básico,MATEMATICAS,GEOMETRIA,"0,53"
6459,SAAVEDRA,RURAL,1° Básico,MATEMATICAS,GEOMETRIA,"0,87"
6495,SAAVEDRA,RURAL,1° Básico,MATEMATICAS,GEOMETRIA,"0,96"
6499,CARAHUE,URBANO,1° Básico,MATEMATICAS,GEOMETRIA,"0,79"
6500,CARAHUE,URBANO,1° Básico,MATEMATICAS,GEOMETRIA,"0,8"
6501,CARAHUE,URBANO,1° Básico,MATEMATICAS,GEOMETRIA,"0,78"
6502,CARAHUE,URBANO,1° Básico,MATEMATICAS,GEOMETRIA,"0,64"
6504,CARAHUE,RURAL,1° Básico,MATEMATICAS,GEOMETRIA,"0,67"
6508,CARAHUE,RURAL,1° Básico,MATEMATICAS,GEOMETRIA,"0,8"
6510,CARAHUE,RURAL,1° Básico,MATEMATICAS,GEOMETRIA,"0,6"
6512,CARAHUE,RURAL,1° Básico,MATEMATICAS,GEOMETRIA,"0,8"
6522,CARAHUE,RURAL,1° Básico,MATEMATICAS,GEOMETRIA,1
6529,CARAHUE,RURAL,1° Básico,MATEMATICAS,GEOMETRIA,1
6539,CARAHUE,RURAL,1° Básico,MATEMATICAS,GEOMETRIA,"0,83"
6587,NUEVA IMPERIAL,URBANO,1° Básico,MATEMATICAS,GEOMETRIA,"0,79"
6593,NUEVA IMPERIAL,RURAL,1° Básico,MATEMATICAS,GEOMETRIA,"0,77"
6600,NUEVA IMPERIAL,RURAL,1° Básico,MATEMATICAS,GEOMETRIA,"0,8"
6602,NUEVA IMPERIAL,RURAL,1° Básico,MATEMATICAS,GEOMETRIA,"0,84"
6605,NUEVA IMPERIAL,RURAL,1° Básico,MATEMATICAS,GEOMETRIA,"0,73"
6608,NUEVA IMPERIAL,RURAL,1° Básico,MATEMATICAS,GEOMETRIA,"0,67"
6611,NUEVA IMPERIAL,RURAL,1° Básico,MATEMATICAS,GEOMETRIA,"0,8"
6623,NUEVA IMPERIAL,RURAL,1° Básico,MATEMATICAS,GEOMETRIA,"0,67"
6628,NUEVA IMPERIAL,RURAL,1° Básico,MATEMATICAS,GEOMETRIA,"0,8"
6639,NUEVA IMPERIAL,RURAL,1° Básico,MATEMATICAS,GEOMETRIA,"0,67"
6349,TOLTÉN,URBANO,2° Básico,MATEMATICAS,GEOMETRIA,"0,76"
6350,TOLTÉN,URBANO,2° Básico,MATEMATICAS,GEOMETRIA,"0,71"
6351,TOLTÉN,RURAL,2° Básico,MATEMATICAS,GEOMETRIA,"0,61"
6352,TOLTÉN,URBANO,2° Básico,MATEMATICAS,GEOMETRIA,"0,55"
6353,TOLTÉN,RURAL,2° Básico,MATEMATICAS,GEOMETRIA,"0,72"
6358,TEODORO SCHMIDT,RURAL,2° Básico,MATEMATICAS,GEOMETRIA,"0,63"
6371,TOLTÉN,RURAL,2° Básico,MATEMATICAS,GEOMETRIA,"0,54"
6373,TEODORO SCHMIDT,RURAL,2° Básico,MATEMATICAS,GEOMETRIA,"0,64"
6374,TOLTÉN,RURAL,2° Básico,MATEMATICAS,GEOMETRIA,1
6397,TEODORO SCHMIDT,URBANO,2° Básico,MATEMATICAS,GEOMETRIA,"0,65"
6398,TEODORO SCHMIDT,URBANO,2° Básico,MATEMATICAS,GEOMETRIA,"0,42"
6399,TEODORO SCHMIDT,URBANO,2° Básico,MATEMATICAS,GEOMETRIA,"0,68"
6400,TEODORO SCHMIDT,RURAL,2° Básico,MATEMATICAS,GEOMETRIA,"0,53"
6407,TEODORO SCHMIDT,RURAL,2° Básico,MATEMATICAS,GEOMETRIA,"0,29"
6411,TEODORO SCHMIDT,RURAL,2° Básico,MATEMATICAS,GEOMETRIA,"0,63"
6413,TEODORO SCHMIDT,RURAL,2° Básico,MATEMATICAS,GEOMETRIA,"0,81"
6454,SAAVEDRA,RURAL,2° Básico,MATEMATICAS,GEOMETRIA,"0,63"
6455,SAAVEDRA,RURAL,2° Básico,MATEMATICAS,GEOMETRIA,"0,7"
6456,SAAVEDRA,RURAL,2° Básico,MATEMATICAS,GEOMETRIA,"0,63"
6457,SAAVEDRA,URBANO,2° Básico,MATEMATICAS,GEOMETRIA,"0,6"
6458,SAAVEDRA,RURAL,2° Básico,MATEMATICAS,GEOMETRIA,"0,54"
6459,SAAVEDRA,RURAL,2° Básico,MATEMATICAS,GEOMETRIA,"0,72"
6495,SAAVEDRA,RURAL,2° Básico,MATEMATICAS,GEOMETRIA,"0,72"
6499,CARAHUE,URBANO,2° Básico,MATEMATICAS,GEOMETRIA,"0,74"
6500,CARAHUE,URBANO,2° Básico,MATEMATICAS,GEOMETRIA,"0,74"
6501,CARAHUE,URBANO,2° Básico,MATEMATICAS,GEOMETRIA,"0,7"
6502,CARAHUE,URBANO,2° Básico,MATEMATICAS,GEOMETRIA,"0,7"
6504,CARAHUE,RURAL,2° Básico,MATEMATICAS,GEOMETRIA,"0,58"
6506,CARAHUE,RURAL,2° Básico,MATEMATICAS,GEOMETRIA,"0,88"
6522,CARAHUE,RURAL,2° Básico,MATEMATICAS,GEOMETRIA,"0,38"
6523,CARAHUE,RURAL,2° Básico,MATEMATICAS,GEOMETRIA,"0,75"
6524,CARAHUE,RURAL,2° Básico,MATEMATICAS,GEOMETRIA,"0,81"
6528,CARAHUE,RURAL,2° Básico,MATEMATICAS,GEOMETRIA,"0,73"
6539,CARAHUE,RURAL,2° Básico,MATEMATICAS,GEOMETRIA,"0,78"
6587,NUEVA IMPERIAL,URBANO,2° Básico,MATEMATICAS,GEOMETRIA,"0,75"
6593,NUEVA IMPERIAL,RURAL,2° Básico,MATEMATICAS,GEOMETRIA,"0,65"
6600,NUEVA IMPERIAL,RURAL,2° Básico,MATEMATICAS,GEOMETRIA,"0,79"
6605,NUEVA IMPERIAL,RURAL,2° Básico,MATEMATICAS,GEOMETRIA,"0,81"
6608,NUEVA IMPERIAL,RURAL,2° Básico,MATEMATICAS,GEOMETRIA,"0,58"
6611,NUEVA IMPERIAL,RURAL,2° Básico,MATEMATICAS,GEOMETRIA,"0,5"
6623,NUEVA IMPERIAL,RURAL,2° Básico,MATEMATICAS,GEOMETRIA,"0,75"
6628,NUEVA IMPERIAL,RURAL,2° Básico,MATEMATICAS,GEOMETRIA,"0,69"
6635,NUEVA IMPERIAL,RURAL,2° Básico,MATEMATICAS,GEOMETRIA,"0,75"
6639,NUEVA IMPERIAL,RURAL,2° Básico,MATEMATICAS,GEOMETRIA,1
6349,TOLTÉN,URBANO,3° Básico,MATEMATICAS,GEOMETRIA,"0,69"
6350,TOLTÉN,URBANO,3° Básico,MATEMATICAS,GEOMETRIA,"0,54"
6351,TOLTÉN,RURAL,3° Básico,MATEMATICAS,GEOMETRIA,"0,48"
6352,TOLTÉN,URBANO,3° Básico,MATEMATICAS,GEOMETRIA,"0,81"
6353,TOLTÉN,RURAL,3° Básico,MATEMATICAS,GEOMETRIA,"0,7"
6354,TOLTÉN,RURAL,3° Básico,MATEMATICAS,GEOMETRIA,"0,9"
6358,TEODORO SCHMIDT,RURAL,3° Básico,MATEMATICAS,GEOMETRIA,"0,35"
6371,TOLTÉN,RURAL,3° Básico,MATEMATICAS,GEOMETRIA,"0,4"
6373,TEODORO SCHMIDT,RURAL,3° Básico,MATEMATICAS,GEOMETRIA,"0,6"
6397,TEODORO SCHMIDT,URBANO,3° Básico,MATEMATICAS,GEOMETRIA,"0,6"
6398,TEODORO SCHMIDT,URBANO,3° Básico,MATEMATICAS,GEOMETRIA,"0,32"
6399,TEODORO SCHMIDT,URBANO,3° Básico,MATEMATICAS,GEOMETRIA,"0,62"
6400,TEODORO SCHMIDT,RURAL,3° Básico,MATEMATICAS,GEOMETRIA,"0,3"
6407,TEODORO SCHMIDT,RURAL,3° Básico,MATEMATICAS,GEOMETRIA,"0,2"
6410,TEODORO SCHMIDT,RURAL,3° Básico,MATEMATICAS,GEOMETRIA,"0,65"
6411,TEODORO SCHMIDT,RURAL,3° Básico,MATEMATICAS,GEOMETRIA,"0,7"
6413,TEODORO SCHMIDT,RURAL,3° Básico,MATEMATICAS,GEOMETRIA,"0,2"
6415,TEODORO SCHMIDT,RURAL,3° Básico,MATEMATICAS,GEOMETRIA,"0,75"
6454,SAAVEDRA,RURAL,3° Básico,MATEMATICAS,GEOMETRIA,"0,67"
6455,SAAVEDRA,RURAL,3° Básico,MATEMATICAS,GEOMETRIA,"0,46"
6456,SAAVEDRA,RURAL,3° Básico,MATEMATICAS,GEOMETRIA,"0,55"
6457,SAAVEDRA,URBANO,3° Básico,MATEMATICAS,GEOMETRIA,"0,56"
6458,SAAVEDRA,RURAL,3° Básico,MATEMATICAS,GEOMETRIA,"0,38"
6459,SAAVEDRA,RURAL,3° Básico,MATEMATICAS,GEOMETRIA,"0,7"
6495,SAAVEDRA,RURAL,3° Básico,MATEMATICAS,GEOMETRIA,"0,65"
6499,CARAHUE,URBANO,3° Básico,MATEMATICAS,GEOMETRIA,"0,56"
6500,CARAHUE,URBANO,3° Básico,MATEMATICAS,GEOMETRIA,"0,59"
6501,CARAHUE,URBANO,3° Básico,MATEMATICAS,GEOMETRIA,"0,7"
6502,CARAHUE,URBANO,3° Básico,MATEMATICAS,GEOMETRIA,"0,6"
6504,CARAHUE,RURAL,3° Básico,MATEMATICAS,GEOMETRIA,"0,44"
6512,CARAHUE,RURAL,3° Básico,MATEMATICAS,GEOMETRIA,"0,4"
6521,CARAHUE,RURAL,3° Básico,MATEMATICAS,GEOMETRIA,"0,9"
6523,CARAHUE,RURAL,3° Básico,MATEMATICAS,GEOMETRIA,"0,8"
6524,CARAHUE,RURAL,3° Básico,MATEMATICAS,GEOMETRIA,"0,9"
6526,CARAHUE,RURAL,3° Básico,MATEMATICAS,GEOMETRIA,"0,75"
6528,CARAHUE,RURAL,3° Básico,MATEMATICAS,GEOMETRIA,"0,59"
6529,CARAHUE,RURAL,3° Básico,MATEMATICAS,GEOMETRIA,"0,6"
6587,NUEVA IMPERIAL,URBANO,3° Básico,MATEMATICAS,GEOMETRIA,"0,44"
6593,NUEVA IMPERIAL,RURAL,3° Básico,MATEMATICAS,GEOMETRIA,"0,61"
6602,NUEVA IMPERIAL,RURAL,3° Básico,MATEMATICAS,GEOMETRIA,"0,2"
6605,NUEVA IMPERIAL,RURAL,3° Básico,MATEMATICAS,GEOMETRIA,"0,5"
6608,NUEVA IMPERIAL,RURAL,3° Básico,MATEMATICAS,GEOMETRIA,"0,5"
6611,NUEVA IMPERIAL,RURAL,3° Básico,MATEMATICAS,GEOMETRIA,"0,7"
6623,NUEVA IMPERIAL,RURAL,3° Básico,MATEMATICAS,GEOMETRIA,"0,6"
6628,NUEVA IMPERIAL,RURAL,3° Básico,MATEMATICAS,GEOMETRIA,"0,5"
6635,NUEVA IMPERIAL,RURAL,3° Básico,MATEMATICAS,GEOMETRIA,"0,7"
6349,TOLTÉN,URBANO,1° Básico,MATEMATICAS,ESTADYPROB,"0,92"
6350,TOLTÉN,URBANO,1° Básico,MATEMATICAS,ESTADYPROB,"0,83"
6351,TOLTÉN,RURAL,1° Básico,MATEMATICAS,ESTADYPROB,"0,93"
6352,TOLTÉN,URBANO,1° Básico,MATEMATICAS,ESTADYPROB,"0,93"
6353,TOLTÉN,RURAL,1° Básico,MATEMATICAS,ESTADYPROB,"0,8"
6354,TOLTÉN,RURAL,1° Básico,MATEMATICAS,ESTADYPROB,1
6358,TEODORO SCHMIDT,RURAL,1° Básico,MATEMATICAS,ESTADYPROB,"0,8"
6361,TEODORO SCHMIDT,RURAL,1° Básico,MATEMATICAS,ESTADYPROB,"0,8"
6370,TOLTÉN,RURAL,1° Básico,MATEMATICAS,ESTADYPROB,"0,4"
6371,TOLTÉN,RURAL,1° Básico,MATEMATICAS,ESTADYPROB,"0,67"
6373,TEODORO SCHMIDT,RURAL,1° Básico,MATEMATICAS,ESTADYPROB,"0,5"
6397,TEODORO SCHMIDT,URBANO,1° Básico,MATEMATICAS,ESTADYPROB,"0,94"
6398,TEODORO SCHMIDT,URBANO,1° Básico,MATEMATICAS,ESTADYPROB,"0,62"
6399,TEODORO SCHMIDT,URBANO,1° Básico,MATEMATICAS,ESTADYPROB,"0,89"
6400,TEODORO SCHMIDT,RURAL,1° Básico,MATEMATICAS,ESTADYPROB,"0,6"
6407,TEODORO SCHMIDT,RURAL,1° Básico,MATEMATICAS,ESTADYPROB,"0,4"
6411,TEODORO SCHMIDT,RURAL,1° Básico,MATEMATICAS,ESTADYPROB,"0,8"
6413,TEODORO SCHMIDT,RURAL,1° Básico,MATEMATICAS,ESTADYPROB,"0,6"
6415,TEODORO SCHMIDT,RURAL,1° Básico,MATEMATICAS,ESTADYPROB,"0,8"
6454,SAAVEDRA,RURAL,1° Básico,MATEMATICAS,ESTADYPROB,1
6455,SAAVEDRA,RURAL,1° Básico,MATEMATICAS,ESTADYPROB,"0,4"
6456,SAAVEDRA,RURAL,1° Básico,MATEMATICAS,ESTADYPROB,"0,8"
6457,SAAVEDRA,URBANO,1° Básico,MATEMATICAS,ESTADYPROB,"0,79"
6458,SAAVEDRA,RURAL,1° Básico,MATEMATICAS,ESTADYPROB,"0,13"
6459,SAAVEDRA,RURAL,1° Básico,MATEMATICAS,ESTADYPROB,"0,8"
6495,SAAVEDRA,RURAL,1° Básico,MATEMATICAS,ESTADYPROB,"0,8"
6499,CARAHUE,URBANO,1° Básico,MATEMATICAS,ESTADYPROB,"0,95"
6500,CARAHUE,URBANO,1° Básico,MATEMATICAS,ESTADYPROB,"0,95"
6501,CARAHUE,URBANO,1° Básico,MATEMATICAS,ESTADYPROB,"0,85"
6502,CARAHUE,URBANO,1° Básico,MATEMATICAS,ESTADYPROB,"0,89"
6504,CARAHUE,RURAL,1° Básico,MATEMATICAS,ESTADYPROB,"0,85"
6508,CARAHUE,RURAL,1° Básico,MATEMATICAS,ESTADYPROB,"0,8"
6510,CARAHUE,RURAL,1° Básico,MATEMATICAS,ESTADYPROB,"0,8"
6512,CARAHUE,RURAL,1° Básico,MATEMATICAS,ESTADYPROB,"0,4"
6522,CARAHUE,RURAL,1° Básico,MATEMATICAS,ESTADYPROB,"0,6"
6529,CARAHUE,RURAL,1° Básico,MATEMATICAS,ESTADYPROB,1
6539,CARAHUE,RURAL,1° Básico,MATEMATICAS,ESTADYPROB,"0,93"
6587,NUEVA IMPERIAL,URBANO,1° Básico,MATEMATICAS,ESTADYPROB,"0,87"
6593,NUEVA IMPERIAL,RURAL,1° Básico,MATEMATICAS,ESTADYPROB,"0,94"
6600,NUEVA IMPERIAL,RURAL,1° Básico,MATEMATICAS,ESTADYPROB,1
6602,NUEVA IMPERIAL,RURAL,1° Básico,MATEMATICAS,ESTADYPROB,"0,96"
6605,NUEVA IMPERIAL,RURAL,1° Básico,MATEMATICAS,ESTADYPROB,"0,67"
6608,NUEVA IMPERIAL,RURAL,1° Básico,MATEMATICAS,ESTADYPROB,"0,67"
6611,NUEVA IMPERIAL,RURAL,1° Básico,MATEMATICAS,ESTADYPROB,"0,8"
6623,NUEVA IMPERIAL,RURAL,1° Básico,MATEMATICAS,ESTADYPROB,"0,8"
6628,NUEVA IMPERIAL,RURAL,1° Básico,MATEMATICAS,ESTADYPROB,"0,73"
6639,NUEVA IMPERIAL,RURAL,1° Básico,MATEMATICAS,ESTADYPROB,"0,83"
6349,TOLTÉN,URBANO,2° Básico,MATEMATICAS,ESTADYPROB,"0,78"
6350,TOLTÉN,URBANO,2° Básico,MATEMATICAS,ESTADYPROB,"0,74"
6351,TOLTÉN,RURAL,2° Básico,MATEMATICAS,ESTADYPROB,"0,62"
6352,TOLTÉN,URBANO,2° Básico,MATEMATICAS,ESTADYPROB,"0,65"
6353,TOLTÉN,RURAL,2° Básico,MATEMATICAS,ESTADYPROB,"0,67"
6358,TEODORO SCHMIDT,RURAL,2° Básico,MATEMATICAS,ESTADYPROB,"0,67"
6371,TOLTÉN,RURAL,2° Básico,MATEMATICAS,ESTADYPROB,"0,61"
6373,TEODORO SCHMIDT,RURAL,2° Básico,MATEMATICAS,ESTADYPROB,"0,48"
6374,TOLTÉN,RURAL,2° Básico,MATEMATICAS,ESTADYPROB,"0,83"
6397,TEODORO SCHMIDT,URBANO,2° Básico,MATEMATICAS,ESTADYPROB,"0,6"
6398,TEODORO SCHMIDT,URBANO,2° Básico,MATEMATICAS,ESTADYPROB,"0,45"
6399,TEODORO SCHMIDT,URBANO,2° Básico,MATEMATICAS,ESTADYPROB,"0,79"
6400,TEODORO SCHMIDT,RURAL,2° Básico,MATEMATICAS,ESTADYPROB,"0,5"
6407,TEODORO SCHMIDT,RURAL,2° Básico,MATEMATICAS,ESTADYPROB,"0,39"
6411,TEODORO SCHMIDT,RURAL,2° Básico,MATEMATICAS,ESTADYPROB,"0,56"
6413,TEODORO SCHMIDT,RURAL,2° Básico,MATEMATICAS,ESTADYPROB,"0,75"
6454,SAAVEDRA,RURAL,2° Básico,MATEMATICAS,ESTADYPROB,"0,9"
6455,SAAVEDRA,RURAL,2° Básico,MATEMATICAS,ESTADYPROB,"0,6"
6456,SAAVEDRA,RURAL,2° Básico,MATEMATICAS,ESTADYPROB,"0,58"
6457,SAAVEDRA,URBANO,2° Básico,MATEMATICAS,ESTADYPROB,"0,6"
6458,SAAVEDRA,RURAL,2° Básico,MATEMATICAS,ESTADYPROB,"0,64"
6459,SAAVEDRA,RURAL,2° Básico,MATEMATICAS,ESTADYPROB,"0,75"
6495,SAAVEDRA,RURAL,2° Básico,MATEMATICAS,ESTADYPROB,"0,79"
6499,CARAHUE,URBANO,2° Básico,MATEMATICAS,ESTADYPROB,"0,77"
6500,CARAHUE,URBANO,2° Básico,MATEMATICAS,ESTADYPROB,"0,77"
6501,CARAHUE,URBANO,2° Básico,MATEMATICAS,ESTADYPROB,"0,77"
6502,CARAHUE,URBANO,2° Básico,MATEMATICAS,ESTADYPROB,"0,73"
6504,CARAHUE,RURAL,2° Básico,MATEMATICAS,ESTADYPROB,"0,71"
6506,CARAHUE,RURAL,2° Básico,MATEMATICAS,ESTADYPROB,"0,83"
6522,CARAHUE,RURAL,2° Básico,MATEMATICAS,ESTADYPROB,"0,5"
6523,CARAHUE,RURAL,2° Básico,MATEMATICAS,ESTADYPROB,"0,83"
6524,CARAHUE,RURAL,2° Básico,MATEMATICAS,ESTADYPROB,"0,58"
6528,CARAHUE,RURAL,2° Básico,MATEMATICAS,ESTADYPROB,"0,87"
6539,CARAHUE,RURAL,2° Básico,MATEMATICAS,ESTADYPROB,"0,75"
6587,NUEVA IMPERIAL,URBANO,2° Básico,MATEMATICAS,ESTADYPROB,"0,85"
6593,NUEVA IMPERIAL,RURAL,2° Básico,MATEMATICAS,ESTADYPROB,"0,83"
6600,NUEVA IMPERIAL,RURAL,2° Básico,MATEMATICAS,ESTADYPROB,"0,39"
6605,NUEVA IMPERIAL,RURAL,2° Básico,MATEMATICAS,ESTADYPROB,"0,92"
6608,NUEVA IMPERIAL,RURAL,2° Básico,MATEMATICAS,ESTADYPROB,"0,61"
6611,NUEVA IMPERIAL,RURAL,2° Básico,MATEMATICAS,ESTADYPROB,"0,67"
6623,NUEVA IMPERIAL,RURAL,2° Básico,MATEMATICAS,ESTADYPROB,"0,83"
6628,NUEVA IMPERIAL,RURAL,2° Básico,MATEMATICAS,ESTADYPROB,"0,92"
6635,NUEVA IMPERIAL,RURAL,2° Básico,MATEMATICAS,ESTADYPROB,1
6639,NUEVA IMPERIAL,RURAL,2° Básico,MATEMATICAS,ESTADYPROB,"0,5"
6349,TOLTÉN,URBANO,3° Básico,MATEMATICAS,ESTADYPROB,"0,77"
6350,TOLTÉN,URBANO,3° Básico,MATEMATICAS,ESTADYPROB,"0,64"
6351,TOLTÉN,RURAL,3° Básico,MATEMATICAS,ESTADYPROB,"0,62"
6352,TOLTÉN,URBANO,3° Básico,MATEMATICAS,ESTADYPROB,"0,85"
6353,TOLTÉN,RURAL,3° Básico,MATEMATICAS,ESTADYPROB,"0,67"
6354,TOLTÉN,RURAL,3° Básico,MATEMATICAS,ESTADYPROB,"0,83"
6358,TEODORO SCHMIDT,RURAL,3° Básico,MATEMATICAS,ESTADYPROB,"0,5"
6371,TOLTÉN,RURAL,3° Básico,MATEMATICAS,ESTADYPROB,"0,83"
6373,TEODORO SCHMIDT,RURAL,3° Básico,MATEMATICAS,ESTADYPROB,"0,42"
6397,TEODORO SCHMIDT,URBANO,3° Básico,MATEMATICAS,ESTADYPROB,"0,6"
6398,TEODORO SCHMIDT,URBANO,3° Básico,MATEMATICAS,ESTADYPROB,"0,36"
6399,TEODORO SCHMIDT,URBANO,3° Básico,MATEMATICAS,ESTADYPROB,"0,72"
6400,TEODORO SCHMIDT,RURAL,3° Básico,MATEMATICAS,ESTADYPROB,"0,17"
6407,TEODORO SCHMIDT,RURAL,3° Básico,MATEMATICAS,ESTADYPROB,"0,5"
6410,TEODORO SCHMIDT,RURAL,3° Básico,MATEMATICAS,ESTADYPROB,"0,42"
6411,TEODORO SCHMIDT,RURAL,3° Básico,MATEMATICAS,ESTADYPROB,"0,75"
6413,TEODORO SCHMIDT,RURAL,3° Básico,MATEMATICAS,ESTADYPROB,0
6415,TEODORO SCHMIDT,RURAL,3° Básico,MATEMATICAS,ESTADYPROB,"0,92"
6454,SAAVEDRA,RURAL,3° Básico,MATEMATICAS,ESTADYPROB,"0,7"
6455,SAAVEDRA,RURAL,3° Básico,MATEMATICAS,ESTADYPROB,"0,56"
6456,SAAVEDRA,RURAL,3° Básico,MATEMATICAS,ESTADYPROB,"0,58"
6457,SAAVEDRA,URBANO,3° Básico,MATEMATICAS,ESTADYPROB,"0,64"
6458,SAAVEDRA,RURAL,3° Básico,MATEMATICAS,ESTADYPROB,"0,42"
6459,SAAVEDRA,RURAL,3° Básico,MATEMATICAS,ESTADYPROB,"0,71"
6495,SAAVEDRA,RURAL,3° Básico,MATEMATICAS,ESTADYPROB,"0,67"
6499,CARAHUE,URBANO,3° Básico,MATEMATICAS,ESTADYPROB,"0,67"
6500,CARAHUE,URBANO,3° Básico,MATEMATICAS,ESTADYPROB,"0,56"
6501,CARAHUE,URBANO,3° Básico,MATEMATICAS,ESTADYPROB,"0,73"
6502,CARAHUE,URBANO,3° Básico,MATEMATICAS,ESTADYPROB,"0,6"
6504,CARAHUE,RURAL,3° Básico,MATEMATICAS,ESTADYPROB,"0,58"
6512,CARAHUE,RURAL,3° Básico,MATEMATICAS,ESTADYPROB,"0,5"
6521,CARAHUE,RURAL,3° Básico,MATEMATICAS,ESTADYPROB,1
6523,CARAHUE,RURAL,3° Básico,MATEMATICAS,ESTADYPROB,1
6524,CARAHUE,RURAL,3° Básico,MATEMATICAS,ESTADYPROB,"0,5"
6526,CARAHUE,RURAL,3° Básico,MATEMATICAS,ESTADYPROB,"0,92"
6528,CARAHUE,RURAL,3° Básico,MATEMATICAS,ESTADYPROB,"0,58"
6529,CARAHUE,RURAL,3° Básico,MATEMATICAS,ESTADYPROB,"0,67"
6587,NUEVA IMPERIAL,URBANO,3° Básico,MATEMATICAS,ESTADYPROB,"0,55"
6593,NUEVA IMPERIAL,RURAL,3° Básico,MATEMATICAS,ESTADYPROB,"0,72"
6602,NUEVA IMPERIAL,RURAL,3° Básico,MATEMATICAS,ESTADYPROB,"0,17"
6605,NUEVA IMPERIAL,RURAL,3° Básico,MATEMATICAS,ESTADYPROB,"0,5"
6608,NUEVA IMPERIAL,RURAL,3° Básico,MATEMATICAS,ESTADYPROB,"0,5"
6611,NUEVA IMPERIAL,RURAL,3° Básico,MATEMATICAS,ESTADYPROB,"0,78"
6623,NUEVA IMPERIAL,RURAL,3° Básico,MATEMATICAS,ESTADYPROB,"0,83"
6628,NUEVA IMPERIAL,RURAL,3° Básico,MATEMATICAS,ESTADYPROB,"0,58"
6635,NUEVA IMPERIAL,RURAL,3° Básico,MATEMATICAS,ESTADYPROB,1
